"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035418","GO:0035418","protein localization to synapse","7/228","99/17643",0.00029835187501261,0.0301727404070459,0.0273889459052054,"Homer1/Nrxn3/Nlgn1/Nptx1/Magi2/Grin2a/Cnih3",7
"GO:0007269","GO:0007269","neurotransmitter secretion","9/228","165/17643",0.00030046593507037,0.0301727404070459,0.0273889459052054,"Stxbp5l/Prepl/Sptbn2/Nrxn3/Dgki/Nlgn1/Mctp1/Erc2/Ppfia2",9
"GO:0099643","GO:0099643","signal release from synapse","9/228","165/17643",0.00030046593507037,0.0301727404070459,0.0273889459052054,"Stxbp5l/Prepl/Sptbn2/Nrxn3/Dgki/Nlgn1/Mctp1/Erc2/Ppfia2",9
"GO:0043113","GO:0043113","receptor clustering","6/228","71/17643",0.000310013853816452,0.0301727404070459,0.0273889459052054,"Nlgn1/Grik2/Magi2/Lrrtm4/Glrb/Frrs1l",6
"GO:1902414","GO:1902414","protein localization to cell junction","8/228","132/17643",0.00032068124421008,0.0301727404070459,0.0273889459052054,"Homer1/Vcl/Nrxn3/Nlgn1/Nptx1/Magi2/Grin2a/Cnih3",8
"GO:0046834","GO:0046834","lipid phosphorylation","3/228","11/17643",0.000325524357070064,0.0301727404070459,0.0273889459052054,"Dgkz/Dgki/Dgkh",3
"GO:0001941","GO:0001941","postsynaptic membrane organization","5/228","47/17643",0.000340055259436306,0.0302960082510875,0.0275008408231598,"Nlgn1/Magi2/Lrrtm4/Glrb/Frrs1l",5
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","12/228","287/17643",0.000371402555040015,0.0302960082510875,0.0275008408231598,"Dmd/Trpc5/Adcy8/Trpc4/Pde4d/Grik2/Grm1/Ryr3/Erc2/Inpp4b/Trpc6/Plcb1",12
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","5/228","48/17643",0.000375642654187236,0.0302960082510875,0.0275008408231598,"Homer1/Grin2a/Grm1/Plcb1/Frrs1l",5
"GO:0034331","GO:0034331","cell junction maintenance","5/228","48/17643",0.000375642654187236,0.0302960082510875,0.0275008408231598,"Pkp2/Dgkz/Nlgn1/Erc2/Sort1",5
"GO:0006936","GO:0006936","muscle contraction","12/228","288/17643",0.000383208437699768,0.0302960082510875,0.0275008408231598,"Dmd/Pkp2/Kcnn2/Homer1/Chrm3/Kcnd2/Pde4d/Dock4/Tmod3/Ryr3/Cacna2d1/Scn3b",12
"GO:0097061","GO:0097061","dendritic spine organization","7/228","105/17643",0.000427338291136152,0.0316669282881814,0.0287452771663551,"Tanc1/Homer1/Epha5/Nlgn1/Grin2a/Dock10/Ppfia2",7
"GO:1990778","GO:1990778","protein localization to cell periphery","14/228","379/17643",0.000432645876337556,0.0316669282881814,0.0287452771663551,"Efr3a/Pkp2/Prepl/Map7/Kcnip4/Pid1/Sorl1/Nrxn3/Tspan5/Nptx1/Magi2/Grin2a/Scn3b/Cnih3",14
"GO:0099558","GO:0099558","maintenance of synapse structure","4/228","28/17643",0.000435891498014401,0.0316669282881814,0.0287452771663551,"Dgkz/Nlgn1/Erc2/Sort1",4
"GO:0007416","GO:0007416","synapse assembly","10/228","213/17643",0.000465402097916664,0.0329210747157893,0.0298837136557016,"Syndig1/Epha7/Sptbn2/Nrxn3/Nlgn1/Nptx1/Magi2/Clstn2/Il1rap/Lrrtm4",10
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","15/228","430/17643",0.000494829842699354,0.0341051953122016,0.0309585850304211,"Dmd/Kcnh7/Kcnn2/Homer1/Kcnip4/Vmp1/Kcnd2/Pde4d/Kcnj3/Grin2a/Kcnc2/Cacna2d1/Trpc6/Plcb1/Scn3b",15
"GO:0030534","GO:0030534","adult behavior","9/228","180/17643",0.000567318381944547,0.0381237952666736,0.0346064212986174,"Homer1/Parp1/Atxn1/Sptbn2/Nrxn3/Nr4a3/Btbd9/Glrb/Prex2",9
"GO:0099504","GO:0099504","synaptic vesicle cycle","10/228","222/17643",0.000642386929993187,0.0418495712833742,0.037988450123301,"Stxbp5l/Prepl/Ap2b1/Syndig1/Sptbn2/Nlgn1/Magi2/Erc2/Ppfia2/Btbd9",10
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","3/228","14/17643",0.000697823550273907,0.0418495712833742,0.037988450123301,"Nlgn1/Lrrtm4/Frrs1l",3
"GO:0097688","GO:0097688","glutamate receptor clustering","3/228","14/17643",0.000697823550273907,0.0418495712833742,0.037988450123301,"Nlgn1/Lrrtm4/Frrs1l",3
"GO:0098917","GO:0098917","retrograde trans-synaptic signaling","3/228","14/17643",0.000697823550273907,0.0418495712833742,0.037988450123301,"Abhd6/Nlgn1/Plcb1",3
"GO:0106027","GO:0106027","neuron projection organization","7/228","114/17643",0.00070060666211006,0.0418495712833742,0.037988450123301,"Tanc1/Homer1/Epha5/Nlgn1/Grin2a/Dock10/Ppfia2",7
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","6/228","83/17643",0.000718606570673166,0.0419916187384667,0.0381173920096201,"Pex5l/Adcy8/Epha5/Pde4d/Kcnc2/Ksr1",6
"GO:0055074","GO:0055074","calcium ion homeostasis","12/228","312/17643",0.000778190554091016,0.0445058767956734,0.0403996798294059,"Dmd/Trpc5/Adcy8/Trpc4/Pde4d/Grik2/Grm1/Ryr3/Erc2/Inpp4b/Trpc6/Plcb1",12
"GO:1901888","GO:1901888","regulation of cell junction assembly","10/228","229/17643",0.000815654637823545,0.0456766597181185,0.0414624440893635,"Pkp2/Vcl/Fmn1/Syndig1/Epha7/Nlgn1/Peak1/Clstn2/Il1rap/Lrrtm4",10
"GO:0006941","GO:0006941","striated muscle contraction","8/228","154/17643",0.000891940493984099,0.0477220462090479,0.0433191193266655,"Dmd/Pkp2/Kcnn2/Homer1/Pde4d/Ryr3/Cacna2d1/Scn3b",8
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","9/228","192/17643",0.000899467452002083,0.0477220462090479,0.0433191193266655,"Cadm2/Cdh10/Robo2/Nlgn1/Magi2/Clstn2/Ntng1/Il1rap/Cdh12",9
"GO:0061337","GO:0061337","cardiac conduction","5/228","58/17643",0.000905440608877025,0.0477220462090479,0.0433191193266655,"Pkp2/Kcnn2/Pde4d/Cacna2d1/Scn3b",5
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","10/228","234/17643",0.00096160165138553,0.049707408440852,0.045121308257321,"Dmd/Kcnn2/Homer1/Trpc4/Vmp1/Kcnc2/Cacna2d1/Trpc6/Plcb1/Scn3b",10
