"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050890","GO:0050890","cognition","33/448","343/17643",5.60179666764528e-11,2.06604446187608e-08,1.67035391544332e-08,"Specc1/Pja2/Cck/Cntnap2/Pgrmc1/Syt4/Btbd9/Snap25/Cyp7b1/Csmd1/Plcb1/Chrd/Adcy1/Prnp/Tanc1/Nrxn1/Amph/Kalrn/Brinp1/Grm5/Slc24a2/Neurod2/Gpr158/Atp1a3/Slc12a5/Bhlhb9/Cacna1e/Synj1/Pias1/Slc8a2/Nptn/Syt11/Large1",33
"GO:0032409","GO:0032409","regulation of transporter activity","28/448","273/17643",3.86957017586194e-10,1.30823718362266e-07,1.0576825147356e-07,"Atp1b1/Cfl1/Calm3/Calm1/Cacnb2/Rasgrf1/Cnih2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Fgf14/Vamp2/Nr3c2/Dmd/Nrxn1/Ndfip1/Hpca/Slc25a4/Ptk2b/Stim2/Dlg1/Grm5/Dapk1/Rasgrf2/Nedd4l/Stk39",28
"GO:0042391","GO:0042391","regulation of membrane potential","37/448","455/17643",4.7341233361391e-10,1.47741064420895e-07,1.19445573404125e-07,"Atp1b1/Rims2/Cck/Cntnap2/Atp2a2/Cx3cl1/Slc8a1/Gabra4/Nos1ap/Calm3/Calm1/Cacnb2/Cnih2/Ywhah/Cacna2d1/Fgf14/Nr3c2/Gabra2/Pkp2/Dmd/Ubb/Nrxn1/Oga/Kcnd2/Ptk2b/Grik2/Ppp3ca/Slc4a4/Dlg1/Rims1/Nrcam/Atp1a1/Atp1a3/Parp1/Kcnd3/Nedd4l/Slc8a2",37
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","27/448","262/17643",7.21106724076897e-10,2.08966427112855e-07,1.68945003926587e-07,"Atp1b1/Cfl1/Calm3/Calm1/Cacnb2/Rasgrf1/Cnih2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Fgf14/Vamp2/Nr3c2/Dmd/Nrxn1/Hpca/Slc25a4/Ptk2b/Stim2/Dlg1/Grm5/Dapk1/Rasgrf2/Nedd4l/Stk39",27
"GO:0007612","GO:0007612","learning","22/448","182/17643",1.41848227133357e-09,3.83652171653352e-07,3.10174789998274e-07,"Specc1/Cck/Cntnap2/Pgrmc1/Snap25/Csmd1/Chrd/Tanc1/Nrxn1/Amph/Kalrn/Grm5/Slc24a2/Neurod2/Atp1a3/Slc12a5/Cacna1e/Synj1/Pias1/Slc8a2/Nptn/Syt11",22
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","26/448","254/17643",1.73170118848815e-09,4.39094482606026e-07,3.5499874364007e-07,"Atp1b1/Cfl1/Calm3/Calm1/Cacnb2/Rasgrf1/Cnih2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Fgf14/Vamp2/Nr3c2/Dmd/Nrxn1/Hpca/Ptk2b/Stim2/Dlg1/Grm5/Dapk1/Rasgrf2/Nedd4l/Stk39",26
"GO:0099175","GO:0099175","regulation of postsynapse organization","19/448","138/17643",2.11754250822427e-09,5.0534529152152e-07,4.0856114276327e-07,"Cfl1/Ppfia2/Wasl/Prnp/Actr2/Rheb/Pak3/Dgkb/Hnrnpk/Actr3/Tanc1/Nrxn1/Il1rapl1/Ptk2b/Kalrn/Nrcam/Bhlhb9/Zfp804a/Hnrnpm",19
"GO:1990778","GO:1990778","protein localization to cell periphery","32/448","379/17643",2.96321535704678e-09,6.67875816863265e-07,5.39963687284079e-07,"Atp1b1/Magi2/Nbea/Pgrmc1/Mapk10/Snap25/Rab3a/Cacnb2/Cltc/Nsg1/Prnp/Rock2/Actr3/Vamp2/Bsg/Gphn/Pkp2/Nrxn1/Dlg2/Rapgef2/Kalrn/Efr3a/Dlg1/Gpr158/Hectd1/Map7/Nptxr/Prepl/Pias1/Lrrc7/Lrp6/Large1",32
"GO:0048791","GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","9/448","24/17643",3.77685970299674e-09,7.91331158025069e-07,6.39774759261086e-07,"Rims2/Syt1/Syt4/Atp2a2/Snap25/Rab3a/Rims1/Syt7/Syt11",9
"GO:0097120","GO:0097120","receptor localization to synapse","15/448","86/17643",3.90106560525052e-09,7.91331158025069e-07,6.39774759261086e-07,"Magi2/Nbea/Mapk10/Snap25/Cnih2/Nsg1/Vamp2/Gphn/Nrxn1/Dlg2/Kalrn/Dlg1/Nptxr/Lrrc7/Nptn",15
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","34/448","430/17643",5.04478591961929e-09,9.7460459409026e-07,7.87947515064346e-07,"Atp1b1/Cfl1/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Vamp2/Nr3c2/Dmd/Kcnq5/Oga/Hpca/Slc25a4/Kcnd2/Ptk2b/Ppp3ca/Stim2/Cemip/Dlg1/Grm5/Prkd1/Kcnd3/Cacna1e/Nedd4l/Stk39",34
"GO:0007416","GO:0007416","synapse assembly","23/448","213/17643",5.48282837278815e-09,1.01108339583643e-06,8.17439866488415e-07,"Magi2/Gpm6a/Lrfn5/Cntnap2/Mdga2/Chd4/Nrg3/Actr3/Gabra2/Adgrb1/Nrxn1/Il1rapl1/Ptk2b/Mycbp2/Lingo2/Icam5/Adgrb2/Pcdh17/Nptxr/Bhlhb9/Bsn/Nptn/Large1",23
"GO:0031503","GO:0031503","protein-containing complex localization","24/448","232/17643",5.99083186282387e-09,1.05673064641202e-06,8.54344717828795e-07,"Magi2/Nbea/Xpo1/Mapk10/Ppp3r1/Snap25/Cnih2/Nsg1/Wasl/Sgcd/Caly/Vamp2/Rps15/Hnrnpu/Gphn/Nrxn1/Hpca/Dlg2/Kalrn/Dlg1/Nptxr/Synj1/Lrrc7/Nptn",24
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","18/448","132/17643",6.58244214449281e-09,1.11270699084197e-06,8.99600426414017e-07,"Magi2/Nbea/Cntnap2/Mapk10/Ppp3r1/Snap25/Nsg1/Caly/Vamp2/Hsp90aa1/Gphn/Hpca/Dlg2/Kalrn/Dlg1/Nptxr/Synj1/Lrrc7",18
"GO:0098771","GO:0098771","inorganic ion homeostasis","36/448","483/17643",8.36433047081504e-09,1.35736354880386e-06,1.09740015777093e-06,"Atp1b1/Ckb/Btbd9/Atp2a2/Cx3cl1/Slc8a1/Calm3/Calm1/Grina/Atp6v1a/Plcb1/Prnp/Sgcd/Aplp2/Calm2/Fth1/Nr3c2/Atp2b1/Dmd/Ndfip1/Ptk2b/Grik2/Grm1/Stim2/Cemip/Slc24a2/Prkd1/Atp1a1/Atp1a3/Slc12a5/Atp2b2/Ccdc47/Stk39/Fbxl5/Slc8a2/Nptn",36
"GO:0031346","GO:0031346","positive regulation of cell projection organization","34/448","440/17643",9.00224943108703e-09,1.40469715161231e-06,1.1356683897679e-06,"Magi2/Gpm6a/Cfl1/Cx3cl1/Tmem30a/Enc1/Plxna1/Wasl/Actr2/Pak3/Hnrnpk/Actr3/Eif4g2/Arpc2/Tox/Hspa5/Cpeb1/Hsp90aa1/Dmd/Nefl/Nckap1/Nrxn1/Stmn2/Il1rapl1/Ptk2b/Rapgef2/Kalrn/Rreb1/Prkd1/Bhlhb9/Zfp804a/Lrrc7/Nptn/Lrp6",34
"GO:0006941","GO:0006941","striated muscle contraction","19/448","154/17643",1.34868933688138e-08,2.02653060730658e-06,1.63840778702627e-06,"Atp1b1/Aldoa/Atp2a2/Slc8a1/Calm3/Calm1/Cacnb2/Sgcd/Calm2/Cacna2d1/Pkp2/Dmd/Srsf1/Dlg1/Prkd1/Atp1a1/Atp1a3/Nedd4l/Large1",19
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","28/448","321/17643",1.46261550974186e-08,2.11922540107955e-06,1.71334959712618e-06,"Atp1b1/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Vamp2/Nr3c2/Dmd/Oga/Hpca/Slc25a4/Ptk2b/Ppp3ca/Stim2/Cemip/Dlg1/Prkd1/Nedd4l/Stk39",28
"GO:0010959","GO:0010959","regulation of metal ion transport","32/448","407/17643",1.65639884123963e-08,2.31724486169281e-06,1.87344420664344e-06,"Atp1b1/Akt3/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Plcb1/Ywhah/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Vamp2/Nr3c2/Atp2b1/Dmd/Oga/Hpca/Nkain2/Ptk2b/Ppp3ca/Stim2/Cemip/Dlg1/Prkd1/Atp1a1/Atp2b2/Nedd4l/Stk39",32
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","16/448","110/17643",1.79218589164877e-08,2.42363272080635e-06,1.95945657486932e-06,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Vamp2/Pfn2/Rims1/Syt7/Prepl/Cacna1e/Synj1/Syt11",16
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","22/448","209/17643",1.88819141788717e-08,2.47109438140911e-06,1.99782833892578e-06,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Gpm6b/Grm8/Pebp1/Vamp2/Gabra2/Pfn2/Nrxn1/Rims1/Gpr158/Syt7/Prepl/Cacna1e/Synj1/Syt11",22
"GO:0048168","GO:0048168","regulation of neuronal synaptic plasticity","13/448","71/17643",2.3355958006473e-08,2.96109755100815e-06,2.39398569566348e-06,"Syt4/Slc4a10/Ncdn/Rab3a/Rasgrf1/Chrd/Cpeb1/Grik2/Grm5/Rims1/Slc8a2/Nptn/Lnpep",13
"GO:0010976","GO:0010976","positive regulation of neuron projection development","23/448","231/17643",2.56761729932945e-08,3.09008311855045e-06,2.49826784048446e-06,"Magi2/Cx3cl1/Tmem30a/Enc1/Actr2/Pak3/Hnrnpk/Actr3/Tox/Hspa5/Cpeb1/Dmd/Nrxn1/Stmn2/Ptk2b/Rapgef2/Kalrn/Prkd1/Bhlhb9/Zfp804a/Lrrc7/Nptn/Lrp6",23
"GO:0003012","GO:0003012","muscle system process","31/448","393/17643",2.58966788342902e-08,3.09008311855045e-06,2.49826784048446e-06,"Atp1b1/Aldoa/Myl6/Dock4/Atp2a2/Slc8a1/Calm3/Calm1/Cacnb2/Sgcd/Zdhhc21/Calm2/Cacna2d1/Rock2/Camta2/Atp2b1/Pkp2/Dmd/Oga/Slc25a4/Kcnd2/Ppp3ca/Srsf1/Dlg1/Adk/Prkd1/Atp1a1/Atp1a3/Parp1/Nedd4l/Large1",31
"GO:0035418","GO:0035418","protein localization to synapse","15/448","99/17643",2.8519329249873e-08,3.29170773182399e-06,2.66127714083872e-06,"Magi2/Nbea/Mapk10/Snap25/Dlgap1/Nsg1/Vamp2/Gphn/Nrxn1/Dlg2/Kalrn/Dlg1/Nptxr/Bsn/Lrrc7",15
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","21/448","196/17643",2.92091393506689e-08,3.29170773182399e-06,2.66127714083872e-06,"Rims2/Syt1/Snap25/Rab3a/Nsg1/Chrd/Adcy1/Prnp/Hnrnpk/Vamp2/Nrxn1/Ptk2b/Grik2/Rims1/Slc24a2/Mapk1/Gpr158/Rasgrf2/Slc8a2/Nptn/Large1",21
"GO:0070588","GO:0070588","calcium ion transmembrane transport","27/448","312/17643",3.14070983388383e-08,3.44374589082884e-06,2.78419682571323e-06,"Atp1b1/Atp2a2/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Plcb1/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Atp2b1/Dmd/Oga/Hpca/Ptk2b/Ppp3ca/Stim2/Cemip/Slc24a2/Prkd1/Atp2b2/Cacna1e/Slc8a2",27
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","23/448","234/17643",3.26927249926693e-08,3.49037856040156e-06,2.8218983677883e-06,"Atp1b1/Akt3/Cfl1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Ppp3cb/Fgf14/Atp2b1/Dmd/Oga/Ppp3ca/Stim2/Cemip/Dlg1/Atp2b2/Nedd4l/Stk39",23
"GO:1903169","GO:1903169","regulation of calcium ion transmembrane transport","20/448","180/17643",3.38856500218714e-08,3.5249764650957e-06,2.8498700531215e-06,"Atp1b1/Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Cacnb2/Prnp/Calm2/Cacna2d1/Ppp3cb/Fgf14/Dmd/Oga/Hpca/Ptk2b/Ppp3ca/Stim2/Cemip/Prkd1",20
"GO:0006836","GO:0006836","neurotransmitter transport","22/448","217/17643",3.73811220962906e-08,3.73379697383585e-06,3.01869708508296e-06,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Gpm6b/Grm8/Slc6a17/Vamp2/Gabra2/Pfn2/Nrxn1/Rims1/Gpr158/Syt7/Prepl/Cacna1e/Synj1/Syt11",22
"GO:0036465","GO:0036465","synaptic vesicle recycling","14/448","87/17643",3.7733713563537e-08,3.73379697383585e-06,3.01869708508296e-06,"Syt1/Btbd9/Rab3a/Cltc/Ppp3cb/Fgf14/Vamp2/Actg1/Dnm1/Amph/Syt7/Synj1/Canx/Syt11",14
"GO:0007269","GO:0007269","neurotransmitter secretion","19/448","165/17643",4.1934907902334e-08,3.95650979906439e-06,3.19875576557338e-06,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Grm8/Vamp2/Pfn2/Nrxn1/Rims1/Gpr158/Syt7/Prepl/Cacna1e/Synj1/Syt11",19
"GO:0099643","GO:0099643","signal release from synapse","19/448","165/17643",4.1934907902334e-08,3.95650979906439e-06,3.19875576557338e-06,"Rims2/Syt1/Syt4/Atp2a2/Ppfia2/Snap25/Rab3a/Trim9/Grm8/Vamp2/Pfn2/Nrxn1/Rims1/Gpr158/Syt7/Prepl/Cacna1e/Synj1/Syt11",19
"GO:0060291","GO:0060291","long-term synaptic potentiation","16/448","117/17643",4.3916977383755e-08,4.04934493740668e-06,3.27381104133446e-06,"Snap25/Rab3a/Nsg1/Chrd/Adcy1/Prnp/Hnrnpk/Vamp2/Ptk2b/Rims1/Slc24a2/Mapk1/Rasgrf2/Slc8a2/Nptn/Large1",16
"GO:0060047","GO:0060047","heart contraction","21/448","202/17643",4.94826381015246e-08,4.37792463449376e-06,3.53946088270632e-06,"Atp1b1/Atp2a2/Slc8a1/Nos1ap/Calm3/Calm1/Cacnb2/Sgcd/Calm2/Cacna2d1/Pebp1/Pkp2/Dmd/Kcnd2/Srsf1/Dlg1/Atp1a1/Atp1a3/Kcnd3/Cacna1e/Nedd4l",21
"GO:0060048","GO:0060048","cardiac muscle contraction","16/448","118/17643",4.96387806721008e-08,4.37792463449376e-06,3.53946088270632e-06,"Atp1b1/Atp2a2/Slc8a1/Calm3/Calm1/Cacnb2/Sgcd/Calm2/Cacna2d1/Pkp2/Dmd/Srsf1/Dlg1/Atp1a1/Atp1a3/Nedd4l",16
"GO:0034329","GO:0034329","cell junction assembly","32/448","431/17643",6.3460553550077e-08,5.4778609734609e-06,4.4287365030692e-06,"Magi2/Gpm6a/Lrfn5/Cntnap2/Cfl1/Mdga2/Chd4/Nrg3/Gpm6b/Rock2/Actr3/Gabra2/Adgrb1/Actg1/Pkp2/Nrxn1/Il1rapl1/Ptk2b/Mycbp2/Rapgef2/Lingo2/Dlg1/Icam5/Mpdz/Adgrb2/Pcdh17/Nptxr/Bhlhb9/Bsn/Nedd4l/Nptn/Large1",32
"GO:0007409","GO:0007409","axonogenesis","33/448","456/17643",7.20291965172176e-08,6.08796771396566e-06,4.9219950953432e-06,"Cck/Cntnap2/Slit1/Etv1/Rab3a/Plxna1/Adcy1/Megf9/Aplp2/Pak3/Aplp1/Uchl1/Actr3/Eif4g2/Bsg/Hsp90aa1/Actg1/Olfm1/Hsp90ab1/Nefl/Unc5c/Mycbp2/Unc5d/Kalrn/Prickle1/Ablim1/Nrn1/Nrcam/Cyfip2/Ust/Unc5a/Nptn/Atl1",33
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","14/448","92/17643",7.82978614804774e-08,6.48274334747544e-06,5.24116297257073e-06,"Atp1b1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Ppp3cb/Fgf14/Oga/Ppp3ca/Stim2/Cemip",14
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","19/448","172/17643",8.20836327177041e-08,6.66026595871451e-06,5.38468630628139e-06,"Cx3cl1/Ppp3r1/Slc8a1/Calm3/Calm1/Plcb1/Prnp/Calm2/Cacna2d1/Ppp3cb/Dmd/Oga/Ptk2b/Ppp3ca/Cemip/Slc24a2/Prkd1/Cacna1e/Slc8a2",19
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","12/448","66/17643",8.82278967490795e-08,7.01844268845128e-06,5.67426473209766e-06,"Magi2/Nbea/Mapk10/Snap25/Nsg1/Vamp2/Gphn/Dlg2/Kalrn/Dlg1/Nptxr/Lrrc7",12
"GO:0006936","GO:0006936","muscle contraction","25/448","288/17643",9.65374364883489e-08,7.53177653525445e-06,6.08928445541893e-06,"Atp1b1/Aldoa/Myl6/Dock4/Atp2a2/Slc8a1/Calm3/Calm1/Cacnb2/Sgcd/Zdhhc21/Calm2/Cacna2d1/Rock2/Atp2b1/Pkp2/Dmd/Kcnd2/Srsf1/Dlg1/Prkd1/Atp1a1/Atp1a3/Nedd4l/Large1",25
"GO:0062237","GO:0062237","protein localization to postsynapse","12/448","67/17643",1.05037315869533e-07,8.04030925439046e-06,6.50042256702014e-06,"Magi2/Nbea/Mapk10/Snap25/Nsg1/Vamp2/Gphn/Dlg2/Kalrn/Dlg1/Nptxr/Lrrc7",12
"GO:0007626","GO:0007626","locomotory behavior","23/448","250/17643",1.10805440486093e-07,8.32477170466815e-06,6.73040453322936e-06,"Oxr1/Cntnap2/Mapk10/Slc4a10/Btbd9/Snap25/Aplp2/Uchl1/Ppp3cb/Fgf14/Abhd12/Psap/Dmd/Kcnd2/Grm1/Kalrn/Grm5/Sez6l2/Atp1a3/Atp2b2/Cacna1e/Slc4a7/Large1",23
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","19/448","176/17643",1.18575022945183e-07,8.74652487433833e-06,7.07138318654911e-06,"Atp1b1/Cfl1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Ppp3cb/Fgf14/Dmd/Oga/Ppp3ca/Stim2/Cemip/Nedd4l/Stk39",19
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","16/448","126/17643",1.26352586708724e-07,9.15379364780884e-06,7.40065150722528e-06,"Atp1b1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Calm2/Cacna2d1/Ppp3cb/Fgf14/Atp2b1/Oga/Ppp3ca/Stim2/Cemip/Atp2b2",16
"GO:0003015","GO:0003015","heart process","21/448","214/17643",1.33679619639717e-07,9.51470555926899e-06,7.692441270496e-06,"Atp1b1/Atp2a2/Slc8a1/Nos1ap/Calm3/Calm1/Cacnb2/Sgcd/Calm2/Cacna2d1/Pebp1/Pkp2/Dmd/Kcnd2/Srsf1/Dlg1/Atp1a1/Atp1a3/Kcnd3/Cacna1e/Nedd4l",21
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","15/448","112/17643",1.53786835935912e-07,1.05747998879999e-05,8.54950545542021e-06,"Atp1b1/Ppp3r1/Slc8a1/Prnp/Ppp3cb/Ppp3ca/Dlg1/Slc24a2/Atp1a1/Atp1a3/Slc12a5/Slc9a9/Kcnd3/Cacna1e/Slc8a2",15
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","15/448","112/17643",1.53786835935912e-07,1.05747998879999e-05,8.54950545542021e-06,"Atp1b1/Ppp3r1/Slc8a1/Prnp/Ppp3cb/Ppp3ca/Dlg1/Slc24a2/Atp1a1/Atp1a3/Slc12a5/Slc9a9/Kcnd3/Cacna1e/Slc8a2",15
"GO:0017156","GO:0017156","calcium-ion regulated exocytosis","12/448","72/17643",2.39906185838801e-07,1.61306285275963e-05,1.30412771926339e-05,"Rims2/Syt1/Syt4/Atp2a2/Snap25/Rab3a/Trim9/Ppp3cb/Vamp2/Rims1/Syt7/Syt11",12
"GO:1902414","GO:1902414","protein localization to cell junction","16/448","132/17643",2.42535947789839e-07,1.61306285275963e-05,1.30412771926339e-05,"Magi2/Nbea/Mapk10/Snap25/Dlgap1/Nsg1/Vamp2/Gphn/Actg1/Nrxn1/Dlg2/Kalrn/Dlg1/Nptxr/Bsn/Lrrc7",16
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","17/448","149/17643",2.4780880572302e-07,1.62154891099724e-05,1.3109885205992e-05,"Atp1b1/Cx3cl1/Ppp3r1/Calm3/Calm1/Cacnb2/Plcb1/Calm2/Cacna2d1/Ppp3cb/Fgf14/Dmd/Oga/Ppp3ca/Stim2/Cemip/Nedd4l",17
"GO:1903421","GO:1903421","regulation of synaptic vesicle recycling","9/448","37/17643",2.67977202182545e-07,1.72568810992791e-05,1.39518289390277e-05,"Btbd9/Ppp3cb/Fgf14/Vamp2/Actg1/Dnm1/Syt7/Synj1/Syt11",9
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","12/448","75/17643",3.80799369654168e-07,2.41391100419838e-05,1.95159676947761e-05,"Syt1/Btbd9/Cltc/Ppp3cb/Vamp2/Actg1/Dnm1/Amph/Syt7/Synj1/Canx/Syt11",12
