gene,frequency,go_terms
Fgf14,7,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Hpca,6,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); receptor internalization (GO:0031623, p=2.91e-02)"
Pacsin1,6,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03); receptor internalization (GO:0031623, p=2.91e-02)"
Nrg1,6,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); receptor internalization (GO:0031623, p=2.91e-02)"
Dmd,6,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Ddx5,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Snrnp70,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Khdrbs3,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Son,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Ptbp2,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Srrm4,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Tra2a,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Srsf5,6,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Actg1,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); axonogenesis (GO:0007409, p=8.03e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Rims2,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); cellular component maintenance (GO:0043954, p=1.76e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Prkcg,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Atp2a2,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Dnm1,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03); receptor internalization (GO:0031623, p=2.91e-02)"
Calm1,5,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Calm3,5,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Atp1b1,5,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Calm2,5,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Wasl,5,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Prpf4b,5,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Cwc22,5,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Srrm2,5,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Usp4,5,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02); RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Stxbp5l,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Cltc,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); synaptic vesicle recycling (GO:0036465, p=3.83e-03); receptor internalization (GO:0031623, p=2.91e-02)"
Amph,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Fhl1,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Cacna1d,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Ywhah,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Nefl,4,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); axonogenesis (GO:0007409, p=8.03e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Lrp1,4,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); axonogenesis (GO:0007409, p=8.03e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Ube3a,4,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Tanc1,4,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03); cellular component maintenance (GO:0043954, p=1.76e-02)"
Ntng2,4,"regulation of synapse organization (GO:0050807, p=5.97e-04); axonogenesis (GO:0007409, p=8.03e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Cacna1b,3,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02)"
Taco1,3,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04)"
Prrt1,3,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04)"
Ahi1,3,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); receptor internalization (GO:0031623, p=2.91e-02)"
Rufy3,3,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Gpm6a,3,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Atp6v1a,2,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06)"
Slc25a4,2,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05)"
Hsp90aa1,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Tubb2b,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Plxna1,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Zeb2,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Stmn2,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Ankrd13d,2,"regulation of endocytosis (GO:0030100, p=5.43e-04); receptor internalization (GO:0031623, p=2.91e-02)"
Mctp1,2,"regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02)"
Mkln1,2,"regulation of endocytosis (GO:0030100, p=5.43e-04); receptor internalization (GO:0031623, p=2.91e-02)"
Tuba1a,2,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Nptx1,2,"axonogenesis (GO:0007409, p=8.03e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Ifrd1,2,"axonogenesis (GO:0007409, p=8.03e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Trim46,2,"axonogenesis (GO:0007409, p=8.03e-04); negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Clk1,2,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing (GO:0008380, p=3.97e-02)"
Supt20,2,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing (GO:0008380, p=3.97e-02)"
Pkp2,2,"cellular component maintenance (GO:0043954, p=1.76e-02); regulation of cardiac muscle contraction (GO:0055117, p=4.99e-02)"
Zc3h13,2,"RNA splicing (GO:0008380, p=3.97e-02); mRNA processing (GO:0006397, p=4.61e-02)"
Ndfip1,1,"regulation of transporter activity (GO:0032409, p=4.41e-06)"
Dynlt1a,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Enc1,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Nckap1,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Mib1,1,"regulation of endocytosis (GO:0030100, p=5.43e-04)"
Uchl1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Olfm1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Hsp90ab1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Unc5c,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Chl1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Epha6,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Lmo4,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Gphn,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Akt3,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Atp2b1,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Oga,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Gria2,1,"receptor internalization (GO:0031623, p=2.91e-02)"
Itm2c,1,"negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Dync1i2,1,"negative regulation of cell projection organization (GO:0031345, p=4.33e-02)"
Pabpn1,1,"mRNA processing (GO:0006397, p=4.61e-02)"
Akap8l,1,"mRNA processing (GO:0006397, p=4.61e-02)"
Rnmt,1,"mRNA processing (GO:0006397, p=4.61e-02)"
