gene,frequency,go_terms
Hcn1,11,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02); regulation of cation channel activity (GO:2001257, p=4.49e-02)"
Plcb1,11,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02); glutamate receptor signaling pathway (GO:0007215, p=3.43e-02)"
Akap6,11,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); regulation of metal ion transport (GO:0010959, p=6.04e-03); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02); regulation of cation channel activity (GO:2001257, p=4.49e-02)"
Robo1,11,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); dendrite morphogenesis (GO:0048813, p=1.71e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02); neuron recognition (GO:0008038, p=2.67e-02); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Nrg1,11,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03); locomotory behavior (GO:0007626, p=9.52e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02); neuron migration (GO:0001764, p=1.99e-02)"
Cacna2d1,10,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02); regulation of cation channel activity (GO:2001257, p=4.49e-02)"
Scn3b,10,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02)"
Cacna1c,10,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); locomotory behavior (GO:0007626, p=9.52e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Tuba1a,10,"forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); startle response (GO:0001964, p=6.07e-03); neuromuscular process (GO:0050905, p=8.54e-03); locomotory behavior (GO:0007626, p=9.52e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02); neuron migration (GO:0001764, p=1.99e-02); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Il1rap,9,"postsynapse organization (GO:0099173, p=7.38e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03); postsynaptic specialization organization (GO:0099084, p=6.35e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02)"
Cadm1,9,"postsynapse organization (GO:0099173, p=7.38e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03); postsynaptic specialization organization (GO:0099084, p=6.35e-03); maintenance of synapse structure (GO:0099558, p=3.11e-02); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Pde4d,9,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); regulation of cation channel activity (GO:2001257, p=4.49e-02)"
Dpp6,9,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02)"
Hecw1,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); dendrite development (GO:0016358, p=1.03e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02)"
Trpc6,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); dendrite development (GO:0016358, p=1.03e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02)"
Ctnna2,8,"axonogenesis (GO:0007409, p=3.35e-04); dendrite development (GO:0016358, p=1.03e-03); startle response (GO:0001964, p=6.07e-03); neuromuscular process (GO:0050905, p=8.54e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); dendrite morphogenesis (GO:0048813, p=1.71e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02); neuron migration (GO:0001764, p=1.99e-02)"
Nptx1,7,"postsynapse organization (GO:0099173, p=7.38e-08); axonogenesis (GO:0007409, p=3.35e-04); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03); postsynaptic specialization organization (GO:0099084, p=6.35e-03)"
Dab1,7,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03); locomotory behavior (GO:0007626, p=9.52e-03); neuron migration (GO:0001764, p=1.99e-02); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Ptprz1,7,"axonogenesis (GO:0007409, p=3.35e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); dendrite development (GO:0016358, p=1.03e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02); neuron migration (GO:0001764, p=1.99e-02); neuron recognition (GO:0008038, p=2.67e-02)"
Ctnnd2,6,"postsynapse organization (GO:0099173, p=7.38e-08); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); dendrite development (GO:0016358, p=1.03e-03); cell junction assembly (GO:0034329, p=3.00e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02)"
Glrb,6,"postsynapse organization (GO:0099173, p=7.38e-08); regulation of membrane potential (GO:0042391, p=6.64e-05); startle response (GO:0001964, p=6.07e-03); neuromuscular process (GO:0050905, p=8.54e-03); locomotory behavior (GO:0007626, p=9.52e-03); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Actb,6,"postsynapse organization (GO:0099173, p=7.38e-08); regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); axonogenesis (GO:0007409, p=3.35e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Dpp10,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Kcnip4,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Pcdh15,6,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); startle response (GO:0001964, p=6.07e-03); neuromuscular process (GO:0050905, p=8.54e-03); locomotory behavior (GO:0007626, p=9.52e-03); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Gnaq,6,"regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); forebrain development (GO:0030900, p=4.79e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); potassium ion transport (GO:0006813, p=1.76e-02); glutamate receptor signaling pathway (GO:0007215, p=3.43e-02)"
Tanc1,5,"postsynapse organization (GO:0099173, p=7.38e-08); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02)"
Lrrtm4,5,"postsynapse organization (GO:0099173, p=7.38e-08); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02)"
Ppfia2,5,"postsynapse organization (GO:0099173, p=7.38e-08); dendrite development (GO:0016358, p=1.03e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); dendrite morphogenesis (GO:0048813, p=1.71e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02)"
Cnih3,5,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of membrane potential (GO:0042391, p=6.64e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03)"
Kcnh7,5,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Robo2,5,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); neuron recognition (GO:0008038, p=2.67e-02); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Ncam1,5,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); neuron recognition (GO:0008038, p=2.67e-02)"
Negr1,5,"synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); locomotory behavior (GO:0007626, p=9.52e-03); regulation of synapse organization (GO:0050807, p=1.30e-02); regulation of synapse structure or activity (GO:0050803, p=1.76e-02)"
Slc8a1,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Kcnb2,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); protein localization to cell periphery (GO:1990778, p=2.28e-03); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Cdh11,4,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); cell junction assembly (GO:0034329, p=3.00e-03); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Ntng1,4,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); synaptic membrane adhesion (GO:0099560, p=6.07e-03); neuron migration (GO:0001764, p=1.99e-02)"
Trpc4,4,"regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03); positive regulation of monoatomic ion transport (GO:0043270, p=2.63e-02)"
Prkg1,4,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03); neuron migration (GO:0001764, p=1.99e-02)"
Btbd9,4,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); locomotory behavior (GO:0007626, p=9.52e-03); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Prex2,4,"dendrite development (GO:0016358, p=1.03e-03); locomotory behavior (GO:0007626, p=9.52e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02); adult locomotory behavior (GO:0008344, p=4.42e-02)"
Dock10,3,"postsynapse organization (GO:0099173, p=7.38e-08); dendrite development (GO:0016358, p=1.03e-03); dendrite morphogenesis (GO:0048813, p=1.71e-02)"
Chrm3,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07)"
Rasgrf1,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07)"
Kcnq5,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Kcnj3,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); potassium ion transport (GO:0006813, p=1.76e-02); potassium ion transmembrane transport (GO:0071805, p=2.43e-02)"
Cdh12,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); cell junction assembly (GO:0034329, p=3.00e-03); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Clasp2,3,"axonogenesis (GO:0007409, p=3.35e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Pde8b,3,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); neuromuscular process (GO:0050905, p=8.54e-03)"
Frrs1l,2,"postsynapse organization (GO:0099173, p=7.38e-08); glutamate receptor signaling pathway (GO:0007215, p=3.43e-02)"
Tenm3,2,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.11e-02)"
Slit1,2,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04)"
Dcc,2,"axonogenesis (GO:0007409, p=3.35e-04); neuron migration (GO:0001764, p=1.99e-02)"
Mrtfa,2,"forebrain development (GO:0030900, p=4.79e-04); neuron migration (GO:0001764, p=1.99e-02)"
Herc1,2,"forebrain development (GO:0030900, p=4.79e-04); neuromuscular process (GO:0050905, p=8.54e-03)"
Mrtfb,2,"forebrain development (GO:0030900, p=4.79e-04); neuron migration (GO:0001764, p=1.99e-02)"
Zswim6,2,"forebrain development (GO:0030900, p=4.79e-04); neuron migration (GO:0001764, p=1.99e-02)"
Itga8,2,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Arhgap39,1,"postsynapse organization (GO:0099173, p=7.38e-08)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=7.38e-08)"
Tenm4,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=6.64e-05)"
