gene,frequency,go_terms
Grip1,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); dendrite development (GO:0016358, p=1.03e-03); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Pde4d,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Asic2,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Dmd,8,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Hcn1,7,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04)"
Akap6,7,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Hecw1,7,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); dendrite development (GO:0016358, p=1.03e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Cacna1c,7,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Nrg1,7,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03)"
Il1rap,6,"postsynapse organization (GO:0099173, p=7.38e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03)"
Cadm1,6,"postsynapse organization (GO:0099173, p=7.38e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03); synaptic membrane adhesion (GO:0099560, p=6.07e-03)"
Actb,6,"postsynapse organization (GO:0099173, p=7.38e-08); regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); axonogenesis (GO:0007409, p=3.35e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Nptx1,6,"postsynapse organization (GO:0099173, p=7.38e-08); axonogenesis (GO:0007409, p=3.35e-04); postsynaptic density organization (GO:0097106, p=1.37e-03); synapse assembly (GO:0007416, p=1.59e-03); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Trpc6,6,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); dendrite development (GO:0016358, p=1.03e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Dpp6,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Robo1,6,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Ctnnd2,5,"postsynapse organization (GO:0099173, p=7.38e-08); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); dendrite development (GO:0016358, p=1.03e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Cnih3,5,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07); regulation of membrane potential (GO:0042391, p=6.64e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03)"
Slc8a1,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); regulation of membrane potential (GO:0042391, p=6.64e-05); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Dpp10,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Kcnip4,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of monoatomic cation transmembrane transport (GO:1904062, p=3.71e-05); protein localization to cell periphery (GO:1990778, p=2.28e-03); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Dab1,4,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03)"
Gnaq,4,"regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); forebrain development (GO:0030900, p=4.79e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Ncam1,4,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Ptprz1,4,"axonogenesis (GO:0007409, p=3.35e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); dendrite development (GO:0016358, p=1.03e-03)"
Tuba1a,4,"forebrain development (GO:0030900, p=4.79e-04); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04); startle response (GO:0001964, p=6.07e-03)"
Tanc1,3,"postsynapse organization (GO:0099173, p=7.38e-08); cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Lrrtm4,3,"postsynapse organization (GO:0099173, p=7.38e-08); synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Glrb,3,"postsynapse organization (GO:0099173, p=7.38e-08); regulation of membrane potential (GO:0042391, p=6.64e-05); startle response (GO:0001964, p=6.07e-03)"
Chrm3,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07)"
Rasgrf1,3,"regulation of transmembrane transporter activity (GO:0022898, p=1.91e-07); regulation of transporter activity (GO:0032409, p=3.87e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=9.03e-07)"
Kcnh7,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04)"
Cdh11,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); cell junction assembly (GO:0034329, p=3.00e-03)"
Ntng1,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); synaptic membrane adhesion (GO:0099560, p=6.07e-03)"
Robo2,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04)"
Trpc4,3,"regulation of membrane potential (GO:0042391, p=6.64e-05); action potential (GO:0001508, p=1.75e-04); regulation of metal ion transport (GO:0010959, p=6.04e-03)"
Ctnna2,3,"axonogenesis (GO:0007409, p=3.35e-04); dendrite development (GO:0016358, p=1.03e-03); startle response (GO:0001964, p=6.07e-03)"
Clasp2,3,"axonogenesis (GO:0007409, p=3.35e-04); protein localization to cell periphery (GO:1990778, p=2.28e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Prkg1,3,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04); dendrite development (GO:0016358, p=1.03e-03)"
Dock10,2,"postsynapse organization (GO:0099173, p=7.38e-08); dendrite development (GO:0016358, p=1.03e-03)"
Ppfia2,2,"postsynapse organization (GO:0099173, p=7.38e-08); dendrite development (GO:0016358, p=1.03e-03)"
Kcnb2,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07); protein localization to cell periphery (GO:1990778, p=2.28e-03)"
Pcdh15,2,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); startle response (GO:0001964, p=6.07e-03)"
Cdh12,2,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06); cell junction assembly (GO:0034329, p=3.00e-03)"
Slit1,2,"axonogenesis (GO:0007409, p=3.35e-04); forebrain development (GO:0030900, p=4.79e-04)"
Itga8,2,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Btbd9,2,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Pde8b,2,"cognition (GO:0050890, p=5.65e-04); learning or memory (GO:0007611, p=6.96e-04)"
Negr1,2,"synapse assembly (GO:0007416, p=1.59e-03); cell junction assembly (GO:0034329, p=3.00e-03)"
Arhgap39,1,"postsynapse organization (GO:0099173, p=7.38e-08)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=7.38e-08)"
Frrs1l,1,"postsynapse organization (GO:0099173, p=7.38e-08)"
Kcnq5,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07)"
Kcnj3,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=7.95e-07)"
Tenm3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06)"
Tenm4,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=7.56e-06)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=6.64e-05)"
Gabra4,1,"regulation of membrane potential (GO:0042391, p=6.64e-05)"
Dcc,1,"axonogenesis (GO:0007409, p=3.35e-04)"
Slit3,1,"axonogenesis (GO:0007409, p=3.35e-04)"
Mrtfa,1,"forebrain development (GO:0030900, p=4.79e-04)"
Herc1,1,"forebrain development (GO:0030900, p=4.79e-04)"
Mrtfb,1,"forebrain development (GO:0030900, p=4.79e-04)"
Zswim6,1,"forebrain development (GO:0030900, p=4.79e-04)"
Rtl4,1,"cognition (GO:0050890, p=5.65e-04)"
Camk1d,1,"dendrite development (GO:0016358, p=1.03e-03)"
Prex2,1,"dendrite development (GO:0016358, p=1.03e-03)"
Sorl1,1,"protein localization to cell periphery (GO:1990778, p=2.28e-03)"
Ccdc88a,1,"protein localization to cell periphery (GO:1990778, p=2.28e-03)"
Kif1b,1,"protein localization to cell periphery (GO:1990778, p=2.28e-03)"
