gene,frequency,go_terms
Sema6d,10,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Dnm2,10,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of extent of cell growth (GO:0061387, p=2.86e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Rufy3,9,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
L1cam,9,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Bcl11a,9,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Ptk2b,9,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Trim46,8,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Ulk2,8,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Kalrn,8,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Fn1,8,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Macf1,8,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Asic2,8,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Epha3,7,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Ntrk2,7,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Cacna1a,7,"axonogenesis (GO:0007409, p=4.01e-19); regulation of axonogenesis (GO:0050770, p=4.65e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Numb,7,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Cttn,7,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Nectin1,7,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Map1b,7,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of extent of cell growth (GO:0061387, p=2.86e-07)"
Prnp,7,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Homer1,7,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Lhx2,6,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Mark2,6,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Ntng2,6,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Gap43,6,"axonogenesis (GO:0007409, p=4.01e-19); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Ptpro,6,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Auts2,5,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Lrrk2,5,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); regulation of synapse organization (GO:0050807, p=2.49e-09); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09)"
Shank2,5,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Grip1,5,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Dlg1,5,"cell junction assembly (GO:0034329, p=3.21e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Dpysl5,4,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Dcc,4,"axonogenesis (GO:0007409, p=4.01e-19); positive regulation of cell projection organization (GO:0031346, p=1.13e-08); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Dab1,4,"axonogenesis (GO:0007409, p=4.01e-19); negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); regulation of axonogenesis (GO:0050770, p=4.65e-09)"
Lgi1,4,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Cobl,4,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Foxp1,4,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Kif5c,4,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Dclk1,4,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09)"
Cntnap2,4,"axonogenesis (GO:0007409, p=4.01e-19); postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Kif5a,4,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Nrn1,4,"axonogenesis (GO:0007409, p=4.01e-19); developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09)"
Tmem108,4,"developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09); postsynapse organization (GO:0099173, p=9.36e-09)"
Camk2d,4,"developmental cell growth (GO:0048588, p=2.98e-11); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Grin2b,4,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09)"
Lrp8,4,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Il1rapl2,4,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); cell junction assembly (GO:0034329, p=3.21e-08); synapse assembly (GO:0007416, p=8.28e-07)"
Nrxn3,4,"postsynapse organization (GO:0099173, p=9.36e-09); cell junction assembly (GO:0034329, p=3.21e-08); protein localization to synapse (GO:0035418, p=7.88e-07); synapse assembly (GO:0007416, p=8.28e-07)"
Dmd,4,"positive regulation of cell projection organization (GO:0031346, p=1.13e-08); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Neto1,4,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07); protein localization to synapse (GO:0035418, p=7.88e-07)"
Epha6,3,"axonogenesis (GO:0007409, p=4.01e-19); axon guidance (GO:0007411, p=2.77e-07); neuron projection guidance (GO:0097485, p=2.77e-07)"
Ctnna2,3,"axonogenesis (GO:0007409, p=4.01e-19); regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09)"
Rims2,3,"developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09)"
Rasal1,3,"developmental cell growth (GO:0048588, p=2.98e-11); developmental growth involved in morphogenesis (GO:0060560, p=2.82e-10); neuron projection extension (GO:1990138, p=4.61e-09)"
Dpysl3,3,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Stmn2,3,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Rit2,3,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); positive regulation of cell projection organization (GO:0031346, p=1.13e-08)"
Map4k4,3,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09); cell junction assembly (GO:0034329, p=3.21e-08)"
Lrfn2,3,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09)"
Frmpd4,3,"regulation of synapse organization (GO:0050807, p=2.49e-09); regulation of synapse structure or activity (GO:0050803, p=4.77e-09); postsynapse organization (GO:0099173, p=9.36e-09)"
Plcb1,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Atp1b1,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Prrt1,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Fhl1,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Ank2,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Hecw2,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Cacna1d,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Pde4d,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Taco1,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Myo5a,3,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.03e-07); regulation of transmembrane transporter activity (GO:0022898, p=1.97e-07); regulation of transporter activity (GO:0032409, p=4.63e-07)"
Lrrc4c,2,"axonogenesis (GO:0007409, p=4.01e-19); regulation of axonogenesis (GO:0050770, p=4.65e-09)"
Ptprg,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)"
Dync1i2,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)"
Itm2c,2,"negative regulation of cell projection organization (GO:0031345, p=3.59e-11); negative regulation of neuron projection development (GO:0010977, p=3.35e-09)"
