gene,frequency,go_terms
Bcl11a,13,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Trpc5,12,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); dendrite development (GO:0016358, p=8.08e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Rims2,12,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); membrane docking (GO:0022406, p=2.18e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Dab2ip,11,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04); neuron migration (GO:0001764, p=2.98e-03); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); cell growth (GO:0016049, p=5.17e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02); regulation of cell growth (GO:0001558, p=3.78e-02); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Sema3c,11,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
D130043K22Rik,11,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); dendrite development (GO:0016358, p=8.08e-04); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Flrt2,10,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); axonogenesis (GO:0007409, p=1.30e-08); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); neuron migration (GO:0001764, p=2.98e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)"
St8sia2,10,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03)"
Mycbp2,10,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); axonogenesis (GO:0007409, p=1.30e-08); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); regulation of developmental growth (GO:0048638, p=1.21e-02)"
Gdi1,10,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Map2,10,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); dendrite development (GO:0016358, p=8.08e-04); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Syt1,10,"vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); organelle localization by membrane tethering (GO:0140056, p=9.81e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); membrane docking (GO:0022406, p=2.18e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Iqgap1,10,"cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); dendrite development (GO:0016358, p=8.08e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Clstn1,9,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); cell growth (GO:0016049, p=5.17e-03); regulation of cell growth (GO:0001558, p=3.78e-02)"
Lzts1,9,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); dendrite development (GO:0016358, p=8.08e-04); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Cdh2,9,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); axonogenesis (GO:0007409, p=1.30e-08); synapse assembly (GO:0007416, p=5.59e-07); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell junction assembly (GO:0034329, p=2.00e-04); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)"
Ttc3,9,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Syndig1,8,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); regulation of synapse assembly (GO:0051963, p=1.35e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Magi2,8,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); cell junction assembly (GO:0034329, p=2.00e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03)"
Negr1,8,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); positive regulation of neuron projection development (GO:0010976, p=4.68e-03)"
Tubb2b,8,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); neuron migration (GO:0001764, p=2.98e-03); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)"
Slit3,8,"axonogenesis (GO:0007409, p=1.30e-08); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); regulation of cell growth (GO:0001558, p=3.78e-02)"
Map3k13,8,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Dtnbp1,7,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); dendrite development (GO:0016358, p=8.08e-04); negative regulation of neuron projection development (GO:0010977, p=4.03e-03)"
Prnp,7,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); regulation of transmembrane transporter activity (GO:0022898, p=3.67e-02); cognition (GO:0050890, p=3.70e-02); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)"
Mdga2,7,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04); neuron migration (GO:0001764, p=2.98e-03)"
Rapgef4,7,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); vesicle-mediated transport in synapse (GO:0099003, p=1.32e-05); synaptic vesicle cycle (GO:0099504, p=1.41e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); dendrite development (GO:0016358, p=8.08e-04); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Hsp90aa1,7,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); neuron migration (GO:0001764, p=2.98e-03); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03)"
Olfm1,7,"axonogenesis (GO:0007409, p=1.30e-08); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); regulation of developmental growth (GO:0048638, p=1.21e-02); regulation of cell growth (GO:0001558, p=3.78e-02)"
Zeb2,7,"axonogenesis (GO:0007409, p=1.30e-08); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)"
Large1,7,"synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); regulation of synaptic plasticity (GO:0048167, p=2.94e-04); neuron migration (GO:0001764, p=2.98e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02); cognition (GO:0050890, p=3.70e-02)"
Flna,7,"negative regulation of cell projection organization (GO:0031345, p=1.37e-05); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); regulation of membrane potential (GO:0042391, p=7.51e-04); neuron migration (GO:0001764, p=2.98e-03); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); positive regulation of neuron projection development (GO:0010976, p=4.68e-03); regulation of monoatomic ion transmembrane transport (GO:0034765, p=4.01e-02)"
Tmem108,7,"regulation of membrane potential (GO:0042391, p=7.51e-04); cell growth (GO:0016049, p=5.17e-03); developmental cell growth (GO:0048588, p=5.35e-03); developmental growth involved in morphogenesis (GO:0060560, p=6.51e-03); neuron projection extension (GO:1990138, p=6.70e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)"
Tuba1a,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); neuron migration (GO:0001764, p=2.98e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02); cognition (GO:0050890, p=3.70e-02)"
Gpm6a,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); cell junction assembly (GO:0034329, p=2.00e-04); positive regulation of cell projection organization (GO:0031346, p=3.33e-04); neuron migration (GO:0001764, p=2.98e-03)"
Chd4,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Lrrtm4,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Il1rapl2,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Lrfn5,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Nrg2,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); synapse assembly (GO:0007416, p=5.59e-07); regulation of synapse assembly (GO:0051963, p=1.35e-05); cell junction assembly (GO:0034329, p=2.00e-04); regulation of cell junction assembly (GO:1901888, p=2.57e-04)"
Ptpro,6,"regulation of synapse organization (GO:0050807, p=3.85e-10); regulation of synapse structure or activity (GO:0050803, p=8.82e-10); axonogenesis (GO:0007409, p=1.30e-08); cell junction assembly (GO:0034329, p=2.00e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)"
Neo1,6,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); neuron migration (GO:0001764, p=2.98e-03); negative regulation of neuron projection development (GO:0010977, p=4.03e-03); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03)"
Dpysl5,6,"axonogenesis (GO:0007409, p=1.30e-08); negative regulation of cell projection organization (GO:0031345, p=1.37e-05); dendrite development (GO:0016358, p=8.08e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); regulation of dendrite development (GO:0050773, p=4.84e-02)"
Epha5,6,"axonogenesis (GO:0007409, p=1.30e-08); dendrite development (GO:0016358, p=8.08e-04); axon guidance (GO:0007411, p=9.11e-03); neuron projection guidance (GO:0097485, p=9.11e-03); telencephalon development (GO:0021537, p=9.62e-03); pallium development (GO:0021543, p=1.48e-02)"
