gene,frequency,go_terms
Cfl1,9,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of postsynapse organization (GO:0099175, p=1.33e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Shank2,9,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Prnp,9,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); cognition (GO:0050890, p=1.77e-05); regulation of postsynapse organization (GO:0099175, p=1.33e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Prkca,8,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); cognition (GO:0050890, p=1.77e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Dtnbp1,8,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Adgrl3,7,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); locomotory behavior (GO:0007626, p=2.57e-06); neuron migration (GO:0001764, p=8.13e-05)"
Nrxn3,7,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); cognition (GO:0050890, p=1.77e-05)"
Actb,6,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Dab1,6,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); locomotory behavior (GO:0007626, p=2.57e-06); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); neuron migration (GO:0001764, p=8.13e-05)"
Flrt2,6,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Adgrb3,6,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); dendrite development (GO:0016358, p=3.18e-06); cognition (GO:0050890, p=1.77e-05)"
Nptxr,6,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Large1,6,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell periphery (GO:1990778, p=2.10e-06); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05)"
Cacng3,6,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Grip1,6,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); dendrite development (GO:0016358, p=3.18e-06); protein localization to synapse (GO:0035418, p=8.77e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Ctnna2,5,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); dendrite development (GO:0016358, p=3.18e-06); neuron migration (GO:0001764, p=8.13e-05)"
Mycbp2,5,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08)"
Tuba1a,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05)"
Marcks,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Asap1,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Ctnnb1,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Hnrnpk,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Clstn2,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); cognition (GO:0050890, p=1.77e-05)"
Gpm6a,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Ppfia2,5,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Grm5,5,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); cognition (GO:0050890, p=1.77e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Map2,4,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Chl1,4,"axonogenesis (GO:0007409, p=1.67e-11); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05)"
D130043K22Rik,4,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Lgi1,4,"axonogenesis (GO:0007409, p=1.67e-11); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Neo1,4,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); neuron migration (GO:0001764, p=8.13e-05)"
Hspa8,4,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); regulation of postsynapse organization (GO:0099175, p=1.33e-04)"
Lrfn5,4,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08)"
Cdh8,4,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); cell junction assembly (GO:0034329, p=3.51e-08); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Syndig1,4,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08)"
Gabrb3,4,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Gphn,4,"postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Ank2,4,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Atp1b1,4,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Actg1,3,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell junction (GO:1902414, p=1.30e-06)"
Epha5,3,"axonogenesis (GO:0007409, p=1.67e-11); postsynapse organization (GO:0099173, p=3.97e-07); dendrite development (GO:0016358, p=3.18e-06)"
Sema3c,3,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Sema6d,3,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Ttc3,3,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Cadm1,3,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07)"
Nrg3,3,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Kirrel3,3,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05)"
Nbea,3,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Nsg1,3,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Lrrc7,3,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Dpp6,3,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Kcnb1,3,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Atxn1,3,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Atp1a3,3,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Scn8a,3,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Kcnma1,3,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Hecw2,3,"dendrite development (GO:0016358, p=3.18e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Ryr2,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Calm3,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Calm1,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Akap7,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Tubb2b,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Hsp90aa1,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Uchl1,2,"axonogenesis (GO:0007409, p=1.67e-11); locomotory behavior (GO:0007626, p=2.57e-06)"
Auts2,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Ncam1,2,"axonogenesis (GO:0007409, p=1.67e-11); cognition (GO:0050890, p=1.77e-05)"
Cdh11,2,"axonogenesis (GO:0007409, p=1.67e-11); cell junction assembly (GO:0034329, p=3.51e-08)"
Prickle1,2,"axonogenesis (GO:0007409, p=1.67e-11); dendrite development (GO:0016358, p=3.18e-06)"
Ndn,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Unc5c,2,"axonogenesis (GO:0007409, p=1.67e-11); neuron migration (GO:0001764, p=8.13e-05)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Camkv,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11)"
Pip5k1a,2,"cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Ntm,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Stmn2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Dleu2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Crmp1,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Dpysl3,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Mylip,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Cit,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06)"
Rap1gap2,2,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07); negative regulation of neuron projection development (GO:0010977, p=3.01e-05)"
Rab27b,2,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Dlgap1,2,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to synapse (GO:0035418, p=8.77e-06)"
Nectin3,2,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Dpp10,2,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05)"
Pacsin1,2,"protein localization to cell periphery (GO:1990778, p=2.10e-06); dendrite development (GO:0016358, p=3.18e-06)"
Crhr1,2,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05)"
Adcy8,2,"locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05)"
Phactr1,2,"dendrite development (GO:0016358, p=3.18e-06); neuron migration (GO:0001764, p=8.13e-05)"
Nr3c1,2,"dendrite development (GO:0016358, p=3.18e-06); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Kcnh1,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Kcnh5,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Slc8a1,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Kcnh7,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Ndufa4,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Calm2,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04)"
Oga,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05)"
Grik2,2,"regulation of membrane potential (GO:0042391, p=3.95e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04)"
Hsp90ab1,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Tubb3,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Nfib,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Stmn1,1,"axonogenesis (GO:0007409, p=1.67e-11)"
L1cam,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Aplp1,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Ablim1,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Lmo4,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Epha6,1,"axonogenesis (GO:0007409, p=1.67e-11)"
Fmn1,1,"cell junction assembly (GO:0034329, p=3.51e-08)"
Limch1,1,"cell junction assembly (GO:0034329, p=3.51e-08)"
Cdh6,1,"cell junction assembly (GO:0034329, p=3.51e-08)"
Rapgef1,1,"cell junction assembly (GO:0034329, p=3.51e-08)"
Mphosph9,1,"negative regulation of cell projection organization (GO:0031345, p=5.69e-07)"
Lin7a,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Arl13b,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Rab11fip2,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Efr3a,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Kif1b,1,"protein localization to cell periphery (GO:1990778, p=2.10e-06)"
Atp2b2,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Npas2,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
Psap,1,"locomotory behavior (GO:0007626, p=2.57e-06)"
