gene,frequency,go_terms
Sptbn2,4,"cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); synapse assembly (GO:0007416, p=1.43e-04); postsynaptic specialization organization (GO:0099084, p=9.71e-04)"
Sorbs1,4,"cell junction assembly (GO:0034329, p=2.68e-07); postsynapse organization (GO:0099173, p=5.32e-07); protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Dpp6,4,"regulation of membrane potential (GO:0042391, p=2.20e-05); protein localization to plasma membrane (GO:0072659, p=1.82e-03); action potential (GO:0001508, p=4.64e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Kcnd2,4,"regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); action potential (GO:0001508, p=4.64e-03); regulation of heart contraction (GO:0008016, p=1.62e-02)"
Dmd,4,"regulation of membrane potential (GO:0042391, p=2.20e-05); cardiac muscle cell action potential (GO:0086001, p=9.71e-04); action potential (GO:0001508, p=4.64e-03); regulation of heart contraction (GO:0008016, p=1.62e-02)"
Tuba1a,4,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Pde4d,4,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04); cell communication involved in cardiac conduction (GO:0086065, p=1.17e-02); regulation of heart contraction (GO:0008016, p=1.62e-02)"
Epha6,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Tubb2b,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Vcl,3,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Matn2,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Unc5d,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Nfib,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Actg1,3,"axonogenesis (GO:0007409, p=1.15e-10); cell junction assembly (GO:0034329, p=2.68e-07); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Nfix,3,"axonogenesis (GO:0007409, p=1.15e-10); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Neo1,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Tubb3,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Robo2,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Tenm2,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Dcc,3,"axonogenesis (GO:0007409, p=1.15e-10); axon guidance (GO:0007411, p=5.02e-06); neuron projection guidance (GO:0097485, p=5.02e-06)"
Dgkz,3,"postsynapse organization (GO:0099173, p=5.32e-07); postsynaptic specialization organization (GO:0099084, p=9.71e-04); postsynaptic density organization (GO:0097106, p=4.47e-02)"
Homer1,3,"postsynapse organization (GO:0099173, p=5.32e-07); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Frmpd4,3,"postsynapse organization (GO:0099173, p=5.32e-07); regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Dgki,3,"regulation of membrane potential (GO:0042391, p=2.20e-05); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Pid1,3,"regulation of membrane potential (GO:0042391, p=2.20e-05); protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Atxn1,3,"regulation of membrane potential (GO:0042391, p=2.20e-05); cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Trpc5,2,"axonogenesis (GO:0007409, p=1.15e-10); regulation of membrane potential (GO:0042391, p=2.20e-05)"
Fmn1,2,"cell junction assembly (GO:0034329, p=2.68e-07); regulation of cell junction assembly (GO:1901888, p=1.27e-02)"
Kirrel3,2,"cell junction assembly (GO:0034329, p=2.68e-07); synapse assembly (GO:0007416, p=1.43e-04)"
Kcnh7,2,"regulation of membrane potential (GO:0042391, p=2.20e-05); action potential (GO:0001508, p=4.64e-03)"
Trpc4,2,"regulation of membrane potential (GO:0042391, p=2.20e-05); action potential (GO:0001508, p=4.64e-03)"
Brinp1,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Grm7,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Prrt1,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Itga8,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Shc3,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Adcy8,2,"cognition (GO:0050890, p=1.12e-04); learning or memory (GO:0007611, p=1.15e-04)"
Kcnip4,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Prepl,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Efr3a,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Map7,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Sorl1,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Tspan5,2,"protein localization to plasma membrane (GO:0072659, p=1.82e-03); protein localization to cell periphery (GO:1990778, p=1.09e-02)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Camkv,2,"regulation of synapse organization (GO:0050807, p=2.08e-03); regulation of synapse structure or activity (GO:0050803, p=2.95e-03)"
Ttc3,1,"axonogenesis (GO:0007409, p=1.15e-10)"
Stmn1,1,"axonogenesis (GO:0007409, p=1.15e-10)"
Bcl11a,1,"axonogenesis (GO:0007409, p=1.15e-10)"
Vmp1,1,"cell junction assembly (GO:0034329, p=2.68e-07)"
Cdh10,1,"cell junction assembly (GO:0034329, p=2.68e-07)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=5.32e-07)"
Arhgap39,1,"postsynapse organization (GO:0099173, p=5.32e-07)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Rgs7bp,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Ubb,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Pex5l,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Parp1,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Kcnk2,1,"regulation of membrane potential (GO:0042391, p=2.20e-05)"
Rtl4,1,"cognition (GO:0050890, p=1.12e-04)"
Chrm3,1,"regulation of heart contraction (GO:0008016, p=1.62e-02)"
Cacna1b,1,"regulation of heart contraction (GO:0008016, p=1.62e-02)"
