gene,frequency,go_terms
Epha7,5,"regulation of synapse organization (GO:0050807, p=6.09e-03); regulation of synapse structure or activity (GO:0050803, p=7.55e-03); postsynapse organization (GO:0099173, p=1.34e-02); axonogenesis (GO:0007409, p=2.87e-02); synapse assembly (GO:0007416, p=4.47e-02)"
Grin2a,4,"synaptic transmission, glutamatergic (GO:0035249, p=9.57e-04); regulation of synaptic transmission, glutamatergic (GO:0051966, p=1.63e-03); postsynapse organization (GO:0099173, p=1.34e-02); protein localization to cell junction (GO:1902414, p=2.78e-02)"
Prpf4b,4,"RNA splicing, via transesterification reactions (GO:0000375, p=2.26e-03); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=2.26e-03); mRNA splicing, via spliceosome (GO:0000398, p=2.26e-03); mRNA processing (GO:0006397, p=2.76e-02)"
Rsrp1,4,"RNA splicing, via transesterification reactions (GO:0000375, p=2.26e-03); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=2.26e-03); mRNA splicing, via spliceosome (GO:0000398, p=2.26e-03); mRNA processing (GO:0006397, p=2.76e-02)"
Cwc22,4,"RNA splicing, via transesterification reactions (GO:0000375, p=2.26e-03); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=2.26e-03); mRNA splicing, via spliceosome (GO:0000398, p=2.26e-03); mRNA processing (GO:0006397, p=2.76e-02)"
Clstn2,4,"regulation of synapse organization (GO:0050807, p=6.09e-03); regulation of synapse structure or activity (GO:0050803, p=7.55e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.29e-02); synapse assembly (GO:0007416, p=4.47e-02)"
Nptx1,4,"postsynapse organization (GO:0099173, p=1.34e-02); protein localization to cell junction (GO:1902414, p=2.78e-02); axonogenesis (GO:0007409, p=2.87e-02); synapse assembly (GO:0007416, p=4.47e-02)"
Actb,3,"postsynapse organization (GO:0099173, p=1.34e-02); protein localization to cell junction (GO:1902414, p=2.78e-02); axonogenesis (GO:0007409, p=2.87e-02)"
Cntn5,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.29e-02); axonogenesis (GO:0007409, p=2.87e-02); synapse assembly (GO:0007416, p=4.47e-02)"
Gria2,2,"synaptic transmission, glutamatergic (GO:0035249, p=9.57e-04); regulation of synaptic transmission, glutamatergic (GO:0051966, p=1.63e-03)"
Grm1,2,"synaptic transmission, glutamatergic (GO:0035249, p=9.57e-04); regulation of synaptic transmission, glutamatergic (GO:0051966, p=1.63e-03)"
Grik2,2,"synaptic transmission, glutamatergic (GO:0035249, p=9.57e-04); regulation of synaptic transmission, glutamatergic (GO:0051966, p=1.63e-03)"
Pabpn1,2,"regulation of mRNA processing (GO:0050684, p=1.27e-03); mRNA processing (GO:0006397, p=2.76e-02)"
Tuba1a,2,"regulation of synapse organization (GO:0050807, p=6.09e-03); regulation of synapse structure or activity (GO:0050803, p=7.55e-03)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=6.09e-03); regulation of synapse structure or activity (GO:0050803, p=7.55e-03)"
Robo2,2,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.29e-02); axonogenesis (GO:0007409, p=2.87e-02)"
Grik4,1,"synaptic transmission, glutamatergic (GO:0035249, p=9.57e-04)"
Cadm2,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.29e-02)"
Nr4a3,1,"axonogenesis (GO:0007409, p=2.87e-02)"
Ifrd1,1,"axonogenesis (GO:0007409, p=2.87e-02)"
Slit1,1,"axonogenesis (GO:0007409, p=2.87e-02)"
Epha6,1,"axonogenesis (GO:0007409, p=2.87e-02)"
