gene,frequency,go_terms
Prkca,6,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); axonogenesis (GO:0007409, p=2.71e-07); learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
Ctnna2,6,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); axonogenesis (GO:0007409, p=2.71e-07); neuromuscular process (GO:0050905, p=8.80e-03); dendrite development (GO:0016358, p=1.30e-02); startle response (GO:0001964, p=3.85e-02)"
Asap1,6,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); regulation of postsynapse organization (GO:0099175, p=9.77e-03); dendrite development (GO:0016358, p=1.30e-02); regulation of dendritic spine development (GO:0060998, p=2.81e-02); postsynapse organization (GO:0099173, p=3.40e-02)"
Clstn2,6,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Pgrmc1,6,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04); memory (GO:0007613, p=3.69e-03)"
Cacna1a,6,"axonogenesis (GO:0007409, p=2.71e-07); neuromuscular process (GO:0050905, p=8.80e-03); dendrite development (GO:0016358, p=1.30e-02); synaptic transmission, glutamatergic (GO:0035249, p=2.73e-02); locomotory behavior (GO:0007626, p=3.67e-02); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
Csmd1,6,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04); memory (GO:0007613, p=3.69e-03); neuromuscular process (GO:0050905, p=8.80e-03); startle response (GO:0001964, p=3.85e-02)"
Nfix,5,"axonogenesis (GO:0007409, p=2.71e-07); learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04); memory (GO:0007613, p=3.69e-03)"
Mycbp2,4,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); axonogenesis (GO:0007409, p=2.71e-07); neuromuscular process (GO:0050905, p=8.80e-03)"
Hspa8,4,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); regulation of postsynapse organization (GO:0099175, p=9.77e-03); postsynapse organization (GO:0099173, p=3.40e-02)"
Cdh8,4,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03); synaptic transmission, glutamatergic (GO:0035249, p=2.73e-02)"
Tafa2,4,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04); memory (GO:0007613, p=3.69e-03)"
Syt4,4,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); memory (GO:0007613, p=3.69e-03); trans-synaptic signaling, modulating synaptic transmission (GO:0099550, p=1.86e-02)"
Lrfn5,3,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Ptprt,3,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Uchl1,3,"axonogenesis (GO:0007409, p=2.71e-07); neuromuscular process (GO:0050905, p=8.80e-03); locomotory behavior (GO:0007626, p=3.67e-02)"
Meis2,3,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); learning (GO:0007612, p=2.04e-04)"
Prrt1,3,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
Pja2,3,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); memory (GO:0007613, p=3.69e-03)"
Itga8,3,"learning or memory (GO:0007611, p=5.53e-06); cognition (GO:0050890, p=2.77e-05); memory (GO:0007613, p=3.69e-03)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=5.79e-10); regulation of synapse structure or activity (GO:0050803, p=9.70e-10)"
Ank3,2,"axonogenesis (GO:0007409, p=2.71e-07); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
Bcl11a,2,"axonogenesis (GO:0007409, p=2.71e-07); dendrite development (GO:0016358, p=1.30e-02)"
Alcam,2,"axonogenesis (GO:0007409, p=2.71e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Ext1,2,"axonogenesis (GO:0007409, p=2.71e-07); synaptic transmission, glutamatergic (GO:0035249, p=2.73e-02)"
Prickle1,2,"axonogenesis (GO:0007409, p=2.71e-07); dendrite development (GO:0016358, p=1.30e-02)"
Tshz3,2,"neuromuscular process (GO:0050905, p=8.80e-03); synaptic transmission, glutamatergic (GO:0035249, p=2.73e-02)"
Tubb2b,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Actg1,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Ndn,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Rufy3,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Tubb3,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Neo1,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Sema6d,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Hsp90aa1,1,"axonogenesis (GO:0007409, p=2.71e-07)"
Tenm3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Tenm1,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Kirrel3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Cxadr,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Cadm2,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=2.92e-03)"
Camta1,1,"neuromuscular process (GO:0050905, p=8.80e-03)"
Phactr1,1,"dendrite development (GO:0016358, p=1.30e-02)"
Csmd3,1,"dendrite development (GO:0016358, p=1.30e-02)"
Grik2,1,"synaptic transmission, glutamatergic (GO:0035249, p=2.73e-02)"
Gphn,1,"postsynapse organization (GO:0099173, p=3.40e-02)"
Oxr1,1,"locomotory behavior (GO:0007626, p=3.67e-02)"
Cacna1b,1,"locomotory behavior (GO:0007626, p=3.67e-02)"
Pbx3,1,"locomotory behavior (GO:0007626, p=3.67e-02)"
Apba1,1,"locomotory behavior (GO:0007626, p=3.67e-02)"
Lsamp,1,"locomotory behavior (GO:0007626, p=3.67e-02)"
Calm3,1,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
Cacna2d1,1,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.25e-02)"
