gene,frequency,go_terms
Malat1,6,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Actg1,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); axonogenesis (GO:0007409, p=8.03e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Rims2,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); cellular component maintenance (GO:0043954, p=1.76e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Prkcg,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Hpca,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); regulation of endocytosis (GO:0030100, p=5.43e-04)"
Pacsin1,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Nrg1,5,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Dmd,5,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of cell projection organization (GO:0031346, p=4.44e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Wasl,5,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Stxbp5l,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Atp2a2,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02); regulation of synaptic vesicle exocytosis (GO:2000300, p=1.86e-02)"
Dnm1,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Amph,4,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of endocytosis (GO:0030100, p=5.43e-04); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Fhl1,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Calm1,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Calm3,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Cacna1d,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Atp1b1,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Calm2,4,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04); positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Nefl,4,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); axonogenesis (GO:0007409, p=8.03e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Tanc1,4,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03); cellular component maintenance (GO:0043954, p=1.76e-02)"
Ntng2,4,"regulation of synapse organization (GO:0050807, p=5.97e-04); axonogenesis (GO:0007409, p=8.03e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Ddx5,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Snrnp70,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Khdrbs3,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Son,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Ptbp2,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Srrm4,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Tra2a,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Srsf5,4,"regulation of RNA splicing (GO:0043484, p=4.53e-03); RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Cacna1b,3,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02)"
Cltc,3,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06); synaptic vesicle recycling (GO:0036465, p=3.83e-03)"
Taco1,3,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04)"
Prrt1,3,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04)"
Ywhah,3,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=3.59e-04)"
Lrp1,3,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Gpm6a,3,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Ube3a,3,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Prpf4b,3,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Cwc22,3,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Srrm2,3,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Usp4,3,"RNA splicing, via transesterification reactions (GO:0000375, p=1.69e-02); RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377, p=1.69e-02); mRNA splicing, via spliceosome (GO:0000398, p=1.69e-02)"
Atp6v1a,2,"vesicle-mediated transport in synapse (GO:0099003, p=3.12e-07); synaptic vesicle cycle (GO:0099504, p=1.04e-06)"
Slc25a4,2,"regulation of transporter activity (GO:0032409, p=4.41e-06); regulation of transmembrane transporter activity (GO:0022898, p=1.48e-05)"
Ahi1,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); regulation of endocytosis (GO:0030100, p=5.43e-04)"
Hsp90aa1,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Tubb2b,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Rufy3,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Plxna1,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Zeb2,2,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04); axonogenesis (GO:0007409, p=8.03e-04)"
Mctp1,2,"regulation of endocytosis (GO:0030100, p=5.43e-04); regulation of neurotransmitter secretion (GO:0046928, p=1.24e-02)"
Tuba1a,2,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Ywhaz,2,"regulation of synapse organization (GO:0050807, p=5.97e-04); regulation of synapse structure or activity (GO:0050803, p=8.69e-04)"
Nptx1,2,"axonogenesis (GO:0007409, p=8.03e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Ndfip1,1,"regulation of transporter activity (GO:0032409, p=4.41e-06)"
Dynlt1a,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Enc1,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Nckap1,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Stmn2,1,"positive regulation of cell projection organization (GO:0031346, p=4.44e-04)"
Ankrd13d,1,"regulation of endocytosis (GO:0030100, p=5.43e-04)"
Mib1,1,"regulation of endocytosis (GO:0030100, p=5.43e-04)"
Mkln1,1,"regulation of endocytosis (GO:0030100, p=5.43e-04)"
Uchl1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Olfm1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Hsp90ab1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Ifrd1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Unc5c,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Trim46,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Chl1,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Epha6,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Lmo4,1,"axonogenesis (GO:0007409, p=8.03e-04)"
Gphn,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Clk1,1,"regulation of RNA splicing (GO:0043484, p=4.53e-03)"
Supt20,1,"regulation of RNA splicing (GO:0043484, p=4.53e-03)"
Pkp2,1,"cellular component maintenance (GO:0043954, p=1.76e-02)"
Akt3,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Atp2b1,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
Oga,1,"positive regulation of monoatomic ion transport (GO:0043270, p=2.22e-02)"
