gene,frequency,go_terms
Actg1,2,"axonogenesis (GO:0007409, p=2.09e-04); cell junction assembly (GO:0034329, p=3.94e-02)"
Stmn1,2,"axonogenesis (GO:0007409, p=2.09e-04); protein depolymerization (GO:0051261, p=5.20e-03)"
Prickle1,2,"axonogenesis (GO:0007409, p=2.09e-04); dendrite development (GO:0016358, p=4.25e-03)"
Cntn5,2,"axonogenesis (GO:0007409, p=2.09e-04); cell junction assembly (GO:0034329, p=3.94e-02)"
D130043K22Rik,2,"axonogenesis (GO:0007409, p=2.09e-04); dendrite development (GO:0016358, p=4.25e-03)"
Map6,2,"axonogenesis (GO:0007409, p=2.09e-04); dendrite development (GO:0016358, p=4.25e-03)"
Sema5a,2,"axonogenesis (GO:0007409, p=2.09e-04); protein depolymerization (GO:0051261, p=5.20e-03)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=1.62e-03); regulation of synapse structure or activity (GO:0050803, p=2.45e-03)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=1.62e-03); regulation of synapse structure or activity (GO:0050803, p=2.45e-03)"
Rph3a,2,"postsynapse organization (GO:0099173, p=1.96e-03); regulation of NMDA receptor activity (GO:2000310, p=1.41e-02)"
Cadm1,2,"postsynapse organization (GO:0099173, p=1.96e-03); cell junction assembly (GO:0034329, p=3.94e-02)"
Grm5,2,"learning (GO:0007612, p=3.54e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Slc24a2,2,"learning (GO:0007612, p=3.54e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Kmt2a,2,"learning (GO:0007612, p=3.54e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Zzef1,2,"learning (GO:0007612, p=3.54e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Slc8a3,2,"learning (GO:0007612, p=3.54e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Iqgap1,2,"dendrite development (GO:0016358, p=4.25e-03); cell junction assembly (GO:0034329, p=3.94e-02)"
Cpeb3,2,"dendrite development (GO:0016358, p=4.25e-03); regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Tubb2b,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Hsp90aa1,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Hsp90ab1,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Tubb3,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Auts2,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Apbb2,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Ndn,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Ttc3,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Uchl1,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Sema5b,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Aplp1,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Unc5c,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Fgfr2,1,"axonogenesis (GO:0007409, p=2.09e-04)"
Prkar2b,1,"learning (GO:0007612, p=3.54e-03)"
Atp1a3,1,"learning (GO:0007612, p=3.54e-03)"
Foxp2,1,"learning (GO:0007612, p=3.54e-03)"
Tafa2,1,"learning (GO:0007612, p=3.54e-03)"
Csmd3,1,"dendrite development (GO:0016358, p=4.25e-03)"
Pacsin1,1,"dendrite development (GO:0016358, p=4.25e-03)"
Mark1,1,"dendrite development (GO:0016358, p=4.25e-03)"
Mid1,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Mical2,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Stmn3,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Arhgef1,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Asph,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Stmn2,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Hdgfl3,1,"protein depolymerization (GO:0051261, p=5.20e-03)"
Oprm1,1,"regulation of NMDA receptor activity (GO:2000310, p=1.41e-02)"
Slc4a10,1,"regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Kcnn2,1,"regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Mir124-2hg,1,"regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Pde9a,1,"regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Kcnb1,1,"regulation of synaptic plasticity (GO:0048167, p=3.75e-02)"
Jam3,1,"cell junction assembly (GO:0034329, p=3.94e-02)"
Sdk2,1,"cell junction assembly (GO:0034329, p=3.94e-02)"
Peak1,1,"cell junction assembly (GO:0034329, p=3.94e-02)"
Wdpcp,1,"cell junction assembly (GO:0034329, p=3.94e-02)"
Vmp1,1,"cell junction assembly (GO:0034329, p=3.94e-02)"
