gene,frequency,go_terms
Epha4,18,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); locomotory behavior (GO:0007626, p=2.57e-06); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); regulation of postsynapse organization (GO:0099175, p=1.33e-04); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03); dendritic spine development (GO:0060996, p=1.78e-02); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Numb,17,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell periphery (GO:1990778, p=2.10e-06); dendrite development (GO:0016358, p=3.18e-06); regulation of postsynapse organization (GO:0099175, p=1.33e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); protein-containing complex localization (GO:0031503, p=1.92e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Cacna1a,17,"axonogenesis (GO:0007409, p=1.67e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); locomotory behavior (GO:0007626, p=2.57e-06); dendrite development (GO:0016358, p=3.18e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03); central nervous system neuron differentiation (GO:0021953, p=2.14e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Cdh2,17,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); protein localization to cell periphery (GO:1990778, p=2.10e-06); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of postsynapse organization (GO:0099175, p=1.33e-04); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03); postsynaptic specialization organization (GO:0099084, p=8.66e-03); telencephalon development (GO:0021537, p=1.06e-02); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); postsynaptic density organization (GO:0097106, p=1.44e-02); synaptic vesicle localization (GO:0097479, p=1.57e-02); forebrain development (GO:0030900, p=2.39e-02)"
Agrn,17,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); potassium ion transport (GO:0006813, p=5.36e-03)"
Tuba1a,17,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05); learning or memory (GO:0007611, p=1.57e-04); response to salt (GO:1902074, p=3.37e-04); response to calcium ion (GO:0051592, p=2.87e-03); memory (GO:0007613, p=4.84e-03); adult behavior (GO:0030534, p=5.19e-03); learning (GO:0007612, p=6.01e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); telencephalon development (GO:0021537, p=1.06e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02); response to metal ion (GO:0010038, p=2.39e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Dtnbp1,17,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); postsynapse organization (GO:0099173, p=3.97e-07); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of postsynapse organization (GO:0099175, p=1.33e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03); dendrite morphogenesis (GO:0048813, p=8.58e-03); synaptic vesicle localization (GO:0097479, p=1.57e-02); amide transport (GO:0042886, p=1.69e-02); dendritic spine development (GO:0060996, p=1.78e-02); cytoskeleton-dependent intracellular transport (GO:0030705, p=2.05e-02); regulation of dendritic spine development (GO:0060998, p=4.81e-02)"
Cacng3,16,"protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02)"
Prkca,15,"axonogenesis (GO:0007409, p=1.67e-11); regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); cognition (GO:0050890, p=1.77e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); learning or memory (GO:0007611, p=1.57e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); central nervous system neuron differentiation (GO:0021953, p=2.14e-02)"
Large1,15,"synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); protein localization to cell periphery (GO:1990778, p=2.10e-06); locomotory behavior (GO:0007626, p=2.57e-06); cognition (GO:0050890, p=1.77e-05); neuron migration (GO:0001764, p=8.13e-05); learning or memory (GO:0007611, p=1.57e-04); response to salt (GO:1902074, p=3.37e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); memory (GO:0007613, p=4.84e-03); potassium ion transport (GO:0006813, p=5.36e-03); telencephalon development (GO:0021537, p=1.06e-02); forebrain development (GO:0030900, p=2.39e-02)"
Adgrl3,13,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); postsynapse organization (GO:0099173, p=3.97e-07); locomotory behavior (GO:0007626, p=2.57e-06); neuron migration (GO:0001764, p=8.13e-05); response to salt (GO:1902074, p=3.37e-04); regulation of cell junction assembly (GO:1901888, p=1.57e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); postsynaptic specialization organization (GO:0099084, p=8.66e-03); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); postsynaptic density organization (GO:0097106, p=1.44e-02)"
Ank2,13,"protein localization to cell periphery (GO:1990778, p=2.10e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); potassium ion transmembrane transport (GO:0071805, p=6.01e-04); potassium ion transport (GO:0006813, p=5.36e-03); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Grm5,13,"locomotory behavior (GO:0007626, p=2.57e-06); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); cognition (GO:0050890, p=1.77e-05); synaptic transmission, glutamatergic (GO:0035249, p=1.15e-04); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); learning or memory (GO:0007611, p=1.57e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); regulation of synaptic plasticity (GO:0048167, p=1.23e-03); glutamate receptor signaling pathway (GO:0007215, p=2.22e-03); regulation of synaptic transmission, glutamatergic (GO:0051966, p=3.76e-03); learning (GO:0007612, p=6.01e-03)"
Ryr2,13,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.04e-05); regulation of membrane potential (GO:0042391, p=3.95e-05); regulation of transmembrane transporter activity (GO:0022898, p=1.54e-04); second-messenger-mediated signaling (GO:0019932, p=2.31e-04); regulation of transporter activity (GO:0032409, p=3.21e-04); response to salt (GO:1902074, p=3.37e-04); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=4.10e-04); response to calcium ion (GO:0051592, p=2.87e-03); regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880, p=2.29e-02); response to metal ion (GO:0010038, p=2.39e-02); positive regulation of monoatomic ion transport (GO:0043270, p=3.80e-02); action potential (GO:0001508, p=4.93e-02); release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808, p=4.95e-02)"
Dab1,12,"axonogenesis (GO:0007409, p=1.67e-11); negative regulation of cell projection organization (GO:0031345, p=5.69e-07); locomotory behavior (GO:0007626, p=2.57e-06); dendrite development (GO:0016358, p=3.18e-06); negative regulation of neuron projection development (GO:0010977, p=3.01e-05); neuron migration (GO:0001764, p=8.13e-05); adult behavior (GO:0030534, p=5.19e-03); adult locomotory behavior (GO:0008344, p=6.50e-03); telencephalon development (GO:0021537, p=1.06e-02); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.21e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
Lgi1,12,"axonogenesis (GO:0007409, p=1.67e-11); protein localization to cell junction (GO:1902414, p=1.30e-06); protein localization to cell periphery (GO:1990778, p=2.10e-06); protein localization to synapse (GO:0035418, p=8.77e-06); axon guidance (GO:0007411, p=2.01e-04); neuron projection guidance (GO:0097485, p=2.01e-04); protein localization to postsynaptic membrane (GO:1903539, p=4.43e-04); regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=4.66e-04); protein localization to postsynapse (GO:0062237, p=5.20e-04); positive regulation of synaptic transmission (GO:0050806, p=7.01e-04); receptor localization to synapse (GO:0097120, p=8.97e-04); protein-containing complex localization (GO:0031503, p=1.92e-03)"
Ctnnb1,12,"regulation of synapse organization (GO:0050807, p=2.44e-11); regulation of synapse structure or activity (GO:0050803, p=5.27e-11); synapse assembly (GO:0007416, p=1.40e-08); cell junction assembly (GO:0034329, p=3.51e-08); neuron migration (GO:0001764, p=8.13e-05); regulation of cell junction assembly (GO:1901888, p=1.57e-03); vesicle-mediated transport in synapse (GO:0099003, p=2.94e-03); regulation of synapse assembly (GO:0051963, p=4.92e-03); telencephalon development (GO:0021537, p=1.06e-02); synaptic vesicle localization (GO:0097479, p=1.57e-02); forebrain development (GO:0030900, p=2.39e-02); hindbrain development (GO:0030902, p=2.63e-02)"
