gene,frequency,go_terms
Nsg1,2,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Vamp2,2,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Nptxr,2,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03); protein localization to cell junction (GO:1902414, p=4.78e-02)"
Uchl1,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Aplp1,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Rab3a,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Stmn1,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Tubb3,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Apbb2,1,"axonogenesis (GO:0007409, p=1.06e-06)"
Enc1,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Dynlt1a,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Ahi1,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Dynll1,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Ankrd27,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Ndrg4,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Kctd17,1,"positive regulation of cell projection organization (GO:0031346, p=3.46e-03)"
Ywhae,1,"regulation of postsynaptic membrane neurotransmitter receptor levels (GO:0099072, p=5.42e-03)"
Akt3,1,"regulation of cell size (GO:0008361, p=3.64e-02)"
Meg3,1,"genomic imprinting (GO:0071514, p=3.66e-02)"
Gnas,1,"genomic imprinting (GO:0071514, p=3.66e-02)"
Airn,1,"genomic imprinting (GO:0071514, p=3.66e-02)"
