gene,frequency,go_terms
Cacna1a,10,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Nrg1,9,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Ptprs,9,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Ntrk3,9,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of synapse assembly (GO:0051963, p=5.22e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Grid2,9,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Actr3,9,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of synapse assembly (GO:0051963, p=5.22e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Mapt,9,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Robo1,8,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Kalrn,8,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Bhlhb9,8,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Cdh2,8,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Cntnap2,8,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Dlg1,8,"cell junction assembly (GO:0034329, p=5.37e-18); protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Nedd4l,8,"cell junction assembly (GO:0034329, p=5.37e-18); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Ank3,8,"axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Grm5,8,"learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11)"
Fgf14,8,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Il1rap,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Il1rapl1,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Grin2b,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13)"
Adgrb1,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Sema4d,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); regulation of synapse assembly (GO:0051963, p=5.22e-10); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Magi2,7,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Nptn,7,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Large1,7,"synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Pde4d,7,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Plcb1,7,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Grip1,7,"regulation of synaptic plasticity (GO:0048167, p=1.15e-13); protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Atp1b1,7,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Scn3b,7,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Myo5a,7,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Cacnb2,7,"protein localization to cell periphery (GO:1990778, p=5.69e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Fgf12,7,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Myo5b,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); protein localization to cell periphery (GO:1990778, p=5.69e-13); developmental growth involved in morphogenesis (GO:0060560, p=5.26e-10)"
Lrrtm4,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Mycbp2,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); axonogenesis (GO:0007409, p=4.79e-16); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Negr1,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); locomotory behavior (GO:0007626, p=2.96e-11); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
C1ql3,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); postsynapse organization (GO:0099173, p=6.62e-17); protein localization to cell periphery (GO:1990778, p=5.69e-13)"
Epha4,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); locomotory behavior (GO:0007626, p=2.96e-11)"
Nrcam,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); axonogenesis (GO:0007409, p=4.79e-16); regulation of membrane potential (GO:0042391, p=8.08e-13); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12)"
Mdga2,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Lrfn5,6,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); synapse assembly (GO:0007416, p=1.18e-20); cell junction assembly (GO:0034329, p=5.37e-18); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=1.15e-12); regulation of synapse assembly (GO:0051963, p=5.22e-10)"
Cacna1c,6,"learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13); regulation of membrane potential (GO:0042391, p=8.08e-13); locomotory behavior (GO:0007626, p=2.96e-11); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Prrt1,6,"learning or memory (GO:0007611, p=1.40e-14); regulation of synaptic plasticity (GO:0048167, p=1.15e-13); cognition (GO:0050890, p=2.20e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12)"
Cacna2d1,6,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Cacna1d,6,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Ywhah,6,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Nr3c2,6,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Calm1,6,"regulation of membrane potential (GO:0042391, p=8.08e-13); regulation of transmembrane transporter activity (GO:0022898, p=8.59e-13); regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=1.62e-12); regulation of transporter activity (GO:0032409, p=3.77e-12); regulation of monoatomic ion transmembrane transport (GO:0034765, p=9.61e-11); regulation of metal ion transport (GO:0010959, p=1.91e-10)"
Tanc1,5,"regulation of synapse organization (GO:0050807, p=1.24e-21); regulation of synapse structure or activity (GO:0050803, p=4.80e-21); postsynapse organization (GO:0099173, p=6.62e-17); learning or memory (GO:0007611, p=1.40e-14); cognition (GO:0050890, p=2.20e-13)"
