gene,frequency,go_terms
Cntn5,7,"axonogenesis (GO:0007409, p=1.07e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06); cell junction assembly (GO:0034329, p=4.18e-04); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04); neuron recognition (GO:0008038, p=2.41e-03)"
Slit3,7,"axonogenesis (GO:0007409, p=1.07e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06); developmental cell growth (GO:0048588, p=3.42e-04); neuron projection extension (GO:1990138, p=3.47e-03); developmental growth involved in morphogenesis (GO:0060560, p=3.81e-03); axon extension (GO:0048675, p=3.89e-02)"
Robo2,7,"axonogenesis (GO:0007409, p=1.07e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04); retinal ganglion cell axon guidance (GO:0031290, p=1.46e-03); neuron recognition (GO:0008038, p=2.41e-03)"
Foxp1,7,"axonogenesis (GO:0007409, p=1.07e-07); action potential (GO:0001508, p=9.60e-07); regulation of membrane potential (GO:0042391, p=1.08e-06); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06); developmental cell growth (GO:0048588, p=3.42e-04); regulation of developmental growth (GO:0048638, p=3.77e-02)"
Map1b,6,"axonogenesis (GO:0007409, p=1.07e-07); developmental cell growth (GO:0048588, p=3.42e-04); neuron projection extension (GO:1990138, p=3.47e-03); developmental growth involved in morphogenesis (GO:0060560, p=3.81e-03); regulation of developmental growth (GO:0048638, p=3.77e-02); axon extension (GO:0048675, p=3.89e-02)"
Epha3,6,"axonogenesis (GO:0007409, p=1.07e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06); cell junction assembly (GO:0034329, p=4.18e-04); neuron recognition (GO:0008038, p=2.41e-03)"
Grin2b,6,"action potential (GO:0001508, p=9.60e-07); regulation of membrane potential (GO:0042391, p=1.08e-06); regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03); regulation of postsynaptic membrane potential (GO:0060078, p=1.86e-03); postsynapse organization (GO:0099173, p=1.69e-02)"
Hecw1,6,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=2.10e-03); regulation of transmembrane transporter activity (GO:0022898, p=2.71e-03); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.17e-03); regulation of transporter activity (GO:0032409, p=3.81e-03); regulation of metal ion transport (GO:0010959, p=1.38e-02); regulation of monoatomic cation transmembrane transport (GO:1904062, p=1.42e-02)"
Hsp90ab1,5,"axonogenesis (GO:0007409, p=1.07e-07); developmental cell growth (GO:0048588, p=3.42e-04); neuron projection extension (GO:1990138, p=3.47e-03); developmental growth involved in morphogenesis (GO:0060560, p=3.81e-03); axon extension (GO:0048675, p=3.89e-02)"
Cdh8,5,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); cell junction assembly (GO:0034329, p=4.18e-04); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04); regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03)"
Clstn2,5,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); cell junction assembly (GO:0034329, p=4.18e-04); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04); regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03)"
Kcnh7,5,"action potential (GO:0001508, p=9.60e-07); regulation of membrane potential (GO:0042391, p=1.08e-06); membrane repolarization (GO:0086009, p=1.92e-03); regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.17e-03); potassium ion transmembrane transport (GO:0071805, p=3.06e-02)"
Unc5d,4,"axonogenesis (GO:0007409, p=1.07e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06)"
Cdh11,4,"axonogenesis (GO:0007409, p=1.07e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); cell junction assembly (GO:0034329, p=4.18e-04); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04)"
Syt1,4,"developmental cell growth (GO:0048588, p=3.42e-04); neuron projection extension (GO:1990138, p=3.47e-03); developmental growth involved in morphogenesis (GO:0060560, p=3.81e-03); regulation of developmental growth (GO:0048638, p=3.77e-02)"
Chrm3,4,"regulation of monoatomic ion transmembrane transporter activity (GO:0032412, p=2.10e-03); regulation of transmembrane transporter activity (GO:0022898, p=2.71e-03); regulation of transporter activity (GO:0032409, p=3.81e-03); heart contraction (GO:0060047, p=3.96e-02)"
Epha6,3,"axonogenesis (GO:0007409, p=1.07e-07); axon guidance (GO:0007411, p=3.92e-06); neuron projection guidance (GO:0097485, p=3.92e-06)"
Cdh12,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07); cell junction assembly (GO:0034329, p=4.18e-04); homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156, p=4.19e-04)"
Gabra2,3,"regulation of membrane potential (GO:0042391, p=1.08e-06); cell junction assembly (GO:0034329, p=4.18e-04); regulation of postsynaptic membrane potential (GO:0060078, p=1.86e-03)"
Lingo2,3,"cell junction assembly (GO:0034329, p=4.18e-04); regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03)"
Frmpd4,3,"regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03); postsynapse organization (GO:0099173, p=1.69e-02)"
Cacna1b,3,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=3.17e-03); regulation of metal ion transport (GO:0010959, p=1.38e-02); heart contraction (GO:0060047, p=3.96e-02)"
Apc,2,"axonogenesis (GO:0007409, p=1.07e-07); regulation of developmental growth (GO:0048638, p=3.77e-02)"
Celf4,2,"regulation of membrane potential (GO:0042391, p=1.08e-06); regulation of postsynaptic membrane potential (GO:0060078, p=1.86e-03)"
Gabrg3,2,"regulation of membrane potential (GO:0042391, p=1.08e-06); regulation of postsynaptic membrane potential (GO:0060078, p=1.86e-03)"
Tuba1a,2,"regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03)"
Malat1,2,"regulation of synapse organization (GO:0050807, p=8.49e-04); regulation of synapse structure or activity (GO:0050803, p=1.08e-03)"
Tenm4,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.44e-07)"
Nkain2,1,"regulation of metal ion transport (GO:0010959, p=1.38e-02)"
Atp2b1,1,"regulation of metal ion transport (GO:0010959, p=1.38e-02)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=1.69e-02)"
Slc24a2,1,"potassium ion transmembrane transport (GO:0071805, p=3.06e-02)"
