gene,frequency,go_terms
Dab1,4,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); negative regulation of cell projection organization (GO:0031345, p=3.15e-05); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Nfix,4,"axonogenesis (GO:0007409, p=1.83e-09); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Tiam2,4,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Auts2,4,"axonogenesis (GO:0007409, p=1.83e-09); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Snap91,4,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Map6,4,"axonogenesis (GO:0007409, p=1.83e-09); regulation of axonogenesis (GO:0050770, p=3.46e-08); positive regulation of axonogenesis (GO:0050772, p=2.46e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Clasp2,4,"axonogenesis (GO:0007409, p=1.83e-09); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); regulation of developmental growth (GO:0048638, p=2.45e-04)"
Tmem108,4,"regulation of membrane potential (GO:0042391, p=1.31e-05); developmental cell growth (GO:0048588, p=1.74e-05); developmental growth involved in morphogenesis (GO:0060560, p=1.35e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Nos1ap,4,"regulation of membrane potential (GO:0042391, p=1.31e-05); heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Ephb1,3,"axonogenesis (GO:0007409, p=1.83e-09); central nervous system neuron differentiation (GO:0021953, p=2.01e-04); postsynapse organization (GO:0099173, p=1.51e-03)"
Tshz3,3,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Aldoa,3,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05); striated muscle contraction (GO:0006941, p=3.57e-05)"
Grik2,3,"regulation of membrane potential (GO:0042391, p=1.31e-05); action potential (GO:0001508, p=1.77e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Fgf14,3,"regulation of membrane potential (GO:0042391, p=1.31e-05); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Cx3cl1,3,"regulation of membrane potential (GO:0042391, p=1.31e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Spock1,3,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05); central nervous system neuron differentiation (GO:0021953, p=2.01e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Dpysl3,3,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05); positive regulation of cell projection organization (GO:0031346, p=1.90e-04); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Cacna1b,3,"heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Ncam1,2,"axonogenesis (GO:0007409, p=1.83e-09); regulation of developmental growth (GO:0048638, p=2.45e-04)"
Dpysl5,2,"axonogenesis (GO:0007409, p=1.83e-09); negative regulation of cell projection organization (GO:0031345, p=3.15e-05)"
Nptx1,2,"axonogenesis (GO:0007409, p=1.83e-09); postsynapse organization (GO:0099173, p=1.51e-03)"
Smpd3,2,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05)"
Tmod3,2,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05)"
Myl6,2,"muscle contraction (GO:0006936, p=6.86e-06); muscle system process (GO:0003012, p=2.92e-05)"
Kcnmb2,2,"regulation of membrane potential (GO:0042391, p=1.31e-05); action potential (GO:0001508, p=1.77e-04)"
Unc13b,2,"regulation of membrane potential (GO:0042391, p=1.31e-05); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Itm2c,2,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Ntm,2,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Dync1i2,2,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05); negative regulation of neuron projection development (GO:0010977, p=4.86e-04)"
Sgcz,2,"heart contraction (GO:0060047, p=1.21e-04); heart process (GO:0003015, p=2.48e-04)"
Slc4a10,2,"central nervous system neuron differentiation (GO:0021953, p=2.01e-04); regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Plcb1,2,"regulation of developmental growth (GO:0048638, p=2.45e-04); regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Zdhhc2,2,"regulation of synaptic plasticity (GO:0048167, p=1.51e-03); postsynapse organization (GO:0099173, p=1.51e-03)"
Flrt2,1,"axonogenesis (GO:0007409, p=1.83e-09)"
Map4,1,"negative regulation of cell projection organization (GO:0031345, p=3.15e-05)"
Eps8,1,"positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Fnbp1l,1,"positive regulation of cell projection organization (GO:0031346, p=1.90e-04)"
Agbl4,1,"central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Sox5,1,"central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Rora,1,"central nervous system neuron differentiation (GO:0021953, p=2.01e-04)"
Vgll4,1,"regulation of developmental growth (GO:0048638, p=2.45e-04)"
Mbd5,1,"regulation of developmental growth (GO:0048638, p=2.45e-04)"
Wwc1,1,"regulation of developmental growth (GO:0048638, p=2.45e-04)"
Dpp10,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Kcnq5,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Taco1,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=6.37e-04)"
Snap25,1,"regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Rasgrf1,1,"regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Jph4,1,"regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Sorcs2,1,"regulation of synaptic plasticity (GO:0048167, p=1.51e-03)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Tanc2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Dlg2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Farp1,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
Lrfn2,1,"postsynapse organization (GO:0099173, p=1.51e-03)"
