gene,frequency,go_terms
Mapt,7,"axonogenesis (GO:0007409, p=8.77e-18); regulation of membrane potential (GO:0042391, p=5.22e-16); locomotory behavior (GO:0007626, p=2.02e-12); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); developmental cell growth (GO:0048588, p=3.60e-07); cognition (GO:0050890, p=8.85e-07)"
Sipa1l1,7,"axonogenesis (GO:0007409, p=8.77e-18); postsynapse organization (GO:0099173, p=1.39e-10); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Nrp1,7,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); postsynapse organization (GO:0099173, p=1.39e-10); cell junction assembly (GO:0034329, p=5.61e-10); developmental cell growth (GO:0048588, p=3.60e-07); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Nptn,7,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07); cognition (GO:0050890, p=8.85e-07)"
Gria1,7,"regulation of membrane potential (GO:0042391, p=5.22e-16); action potential (GO:0001508, p=2.53e-11); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); transmission of nerve impulse (GO:0019226, p=5.31e-09); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07); cognition (GO:0050890, p=8.85e-07)"
Cacna1c,7,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); locomotory behavior (GO:0007626, p=2.02e-12); action potential (GO:0001508, p=2.53e-11); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); cognition (GO:0050890, p=8.85e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Nrg1,7,"locomotory behavior (GO:0007626, p=2.02e-12); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07); cognition (GO:0050890, p=8.85e-07)"
Ptprd,7,"postsynapse organization (GO:0099173, p=1.39e-10); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Cntn5,6,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Tnr,6,"axonogenesis (GO:0007409, p=8.77e-18); locomotory behavior (GO:0007626, p=2.02e-12); transmission of nerve impulse (GO:0019226, p=5.31e-09); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07); developmental cell growth (GO:0048588, p=3.60e-07); cognition (GO:0050890, p=8.85e-07)"
Foxp1,6,"axonogenesis (GO:0007409, p=8.77e-18); regulation of membrane potential (GO:0042391, p=5.22e-16); action potential (GO:0001508, p=2.53e-11); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Cdkl5,6,"axonogenesis (GO:0007409, p=8.77e-18); postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); developmental cell growth (GO:0048588, p=3.60e-07); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Asic2,6,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Rapgef4,6,"regulation of membrane potential (GO:0042391, p=5.22e-16); action potential (GO:0001508, p=2.53e-11); postsynapse organization (GO:0099173, p=1.39e-10); transmission of nerve impulse (GO:0019226, p=5.31e-09); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Cacna1e,6,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); locomotory behavior (GO:0007626, p=2.02e-12); transmission of nerve impulse (GO:0019226, p=5.31e-09); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); cognition (GO:0050890, p=8.85e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Clstn2,6,"synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07); cognition (GO:0050890, p=8.85e-07)"
Pak3,5,"axonogenesis (GO:0007409, p=8.77e-18); postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Epha3,5,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); cell junction assembly (GO:0034329, p=5.61e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Chl1,5,"axonogenesis (GO:0007409, p=8.77e-18); locomotory behavior (GO:0007626, p=2.02e-12); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); cognition (GO:0050890, p=8.85e-07)"
Epha5,5,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); postsynapse organization (GO:0099173, p=1.39e-10); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Scn2a,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09); cognition (GO:0050890, p=8.85e-07)"
Cacna2d1,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Ryr2,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Cacna1d,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Scn8a,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); locomotory behavior (GO:0007626, p=2.02e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09)"
Cacnb2,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Akap6,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); developmental cell growth (GO:0048588, p=3.60e-07); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Fgf14,5,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); locomotory behavior (GO:0007626, p=2.02e-12); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Lrrtm4,5,"postsynapse organization (GO:0099173, p=1.39e-10); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Lrfn5,5,"synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Cdh8,5,"cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Unc5d,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Tenm2,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Slit3,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Cntn1,4,"axonogenesis (GO:0007409, p=8.77e-18); locomotory behavior (GO:0007626, p=2.02e-12); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10)"
Dscaml1,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Plxna4,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Sema6d,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Klf7,4,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Hcn1,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09)"
Gabrb3,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); cognition (GO:0050890, p=8.85e-07)"
Nalcn,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Slc8a1,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Dpp6,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09)"
Atp1b1,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Scn3a,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09)"
Kcnq3,4,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11); transmission of nerve impulse (GO:0019226, p=5.31e-09)"
Cacna1b,4,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); locomotory behavior (GO:0007626, p=2.02e-12); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Tuba1a,4,"locomotory behavior (GO:0007626, p=2.02e-12); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cognition (GO:0050890, p=8.85e-07)"
Ppfia2,4,"postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Lingo2,4,"synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Epha6,3,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10)"
Snap91,3,"axonogenesis (GO:0007409, p=8.77e-18); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Tubb2b,3,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10)"
Unc5c,3,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10)"
Cdh11,3,"axonogenesis (GO:0007409, p=8.77e-18); cell junction assembly (GO:0034329, p=5.61e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Actb,3,"axonogenesis (GO:0007409, p=8.77e-18); postsynapse organization (GO:0099173, p=1.39e-10); cell junction assembly (GO:0034329, p=5.61e-10)"
Gli3,3,"axonogenesis (GO:0007409, p=8.77e-18); axon guidance (GO:0007411, p=1.11e-10); neuron projection guidance (GO:0097485, p=1.11e-10)"
Gabrb2,3,"regulation of membrane potential (GO:0042391, p=5.22e-16); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10)"
Kcnh7,3,"regulation of membrane potential (GO:0042391, p=5.22e-16); regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); action potential (GO:0001508, p=2.53e-11)"
Tmem108,3,"regulation of membrane potential (GO:0042391, p=5.22e-16); postsynapse organization (GO:0099173, p=1.39e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Pclo,3,"regulation of membrane potential (GO:0042391, p=5.22e-16); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10)"
Gabra2,3,"regulation of membrane potential (GO:0042391, p=5.22e-16); synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10)"
Frmpd4,3,"postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Zfp804a,3,"postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Hspa8,3,"postsynapse organization (GO:0099173, p=1.39e-10); regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08)"
Grm7,3,"transmission of nerve impulse (GO:0019226, p=5.31e-09); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07); cognition (GO:0050890, p=8.85e-07)"
Gpr158,3,"regulation of synapse organization (GO:0050807, p=5.32e-08); regulation of synapse structure or activity (GO:0050803, p=9.10e-08); cognition (GO:0050890, p=8.85e-07)"
Atp2c1,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07); calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Slc24a2,3,"calcium ion transmembrane transport (GO:0070588, p=8.45e-07); cognition (GO:0050890, p=8.85e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Plppr4,2,"axonogenesis (GO:0007409, p=8.77e-18); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07)"
Hsp90aa1,2,"axonogenesis (GO:0007409, p=8.77e-18); developmental cell growth (GO:0048588, p=3.60e-07)"
Bcl11a,2,"axonogenesis (GO:0007409, p=8.77e-18); developmental cell growth (GO:0048588, p=3.60e-07)"
Map1b,2,"axonogenesis (GO:0007409, p=8.77e-18); developmental cell growth (GO:0048588, p=3.60e-07)"
Actg1,2,"axonogenesis (GO:0007409, p=8.77e-18); cell junction assembly (GO:0034329, p=5.61e-10)"
Hsp90ab1,2,"axonogenesis (GO:0007409, p=8.77e-18); developmental cell growth (GO:0048588, p=3.60e-07)"
Rims1,2,"regulation of membrane potential (GO:0042391, p=5.22e-16); developmental cell growth (GO:0048588, p=3.60e-07)"
Hecw2,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Hecw1,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Cacna2d3,2,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12); calcium ion transport (GO:0006816, p=1.25e-06)"
Snap25,2,"locomotory behavior (GO:0007626, p=2.02e-12); cognition (GO:0050890, p=8.85e-07)"
Pcdh15,2,"locomotory behavior (GO:0007626, p=2.02e-12); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Grm1,2,"locomotory behavior (GO:0007626, p=2.02e-12); synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07)"
Sobp,2,"locomotory behavior (GO:0007626, p=2.02e-12); cognition (GO:0050890, p=8.85e-07)"
Prex2,2,"locomotory behavior (GO:0007626, p=2.02e-12); dendrite morphogenesis (GO:0048813, p=2.02e-06)"
Gnao1,2,"locomotory behavior (GO:0007626, p=2.02e-12); calcium ion transport (GO:0006816, p=1.25e-06)"
Sorbs2,2,"postsynapse organization (GO:0099173, p=1.39e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Sh3gl2,2,"postsynapse organization (GO:0099173, p=1.39e-10); developmental cell growth (GO:0048588, p=3.60e-07)"
Nrg3,2,"synapse assembly (GO:0007416, p=4.33e-10); cell junction assembly (GO:0034329, p=5.61e-10)"
Cdh12,2,"cell junction assembly (GO:0034329, p=5.61e-10); cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Syt1,2,"synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07); developmental cell growth (GO:0048588, p=3.60e-07)"
Ryr3,2,"calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Trpm3,2,"calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Atp2b1,2,"calcium ion transmembrane transport (GO:0070588, p=8.45e-07); calcium ion transport (GO:0006816, p=1.25e-06)"
Ubb,1,"regulation of membrane potential (GO:0042391, p=5.22e-16)"
Celf4,1,"regulation of membrane potential (GO:0042391, p=5.22e-16)"
Pex5l,1,"regulation of membrane potential (GO:0042391, p=5.22e-16)"
Kcnb2,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12)"
Kcnip4,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12)"
Dpp10,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12)"
Kcnq5,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12)"
Kcnj3,1,"regulation of monoatomic ion transmembrane transport (GO:0034765, p=1.86e-12)"
Slc4a10,1,"locomotory behavior (GO:0007626, p=2.02e-12)"
Adam22,1,"locomotory behavior (GO:0007626, p=2.02e-12)"
Npas3,1,"locomotory behavior (GO:0007626, p=2.02e-12)"
Dlg2,1,"postsynapse organization (GO:0099173, p=1.39e-10)"
Cnksr2,1,"postsynapse organization (GO:0099173, p=1.39e-10)"
Shisa6,1,"postsynapse organization (GO:0099173, p=1.39e-10)"
Ptprk,1,"cell junction assembly (GO:0034329, p=5.61e-10)"
Gria3,1,"synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07)"
Gria4,1,"synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07)"
Grm3,1,"synaptic transmission, glutamatergic (GO:0035249, p=2.06e-07)"
Tenm1,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=3.80e-07)"
Brinp1,1,"cognition (GO:0050890, p=8.85e-07)"
Tafa2,1,"cognition (GO:0050890, p=8.85e-07)"
Prkcb,1,"calcium ion transport (GO:0006816, p=1.25e-06)"
Phactr1,1,"dendrite morphogenesis (GO:0048813, p=2.02e-06)"
