gene,frequency,go_terms
Rimbp2,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Prkcg,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of synaptic plasticity (GO:0048167, p=1.61e-08); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Btbd9,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Atp2a2,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Cacna1b,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06); locomotory behavior (GO:0007626, p=2.05e-06)"
Rapgef4,6,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09); regulation of membrane potential (GO:0042391, p=2.08e-08)"
Tuba1a,6,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Cck,5,"axonogenesis (GO:0007409, p=6.85e-14); learning or memory (GO:0007611, p=1.80e-08); regulation of membrane potential (GO:0042391, p=2.08e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Adcy1,5,"axonogenesis (GO:0007409, p=6.85e-14); regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Magi2,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Stxbp5l,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Prepl,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Trim9,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Pfn2,5,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); synaptic vesicle exocytosis (GO:0016079, p=1.13e-06); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Tanc1,5,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Pgrmc1,5,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Homer1,5,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Tmem108,5,"postsynapse organization (GO:0099173, p=3.19e-09); regulation of membrane potential (GO:0042391, p=2.08e-08); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Nrxn2,5,"postsynapse organization (GO:0099173, p=3.19e-09); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Prrt1,5,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Gria1,5,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); regulation of membrane potential (GO:0042391, p=2.08e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Plcb1,5,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); memory (GO:0007613, p=9.27e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Slit3,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Hsp90aa1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Bcl11a,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Plxna4,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Rufy3,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Slit1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Ank3,4,"axonogenesis (GO:0007409, p=6.85e-14); regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
L1cam,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Macf1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Plxna1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
D130043K22Rik,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Map1b,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Hsp90ab1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Vcl,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Pak3,4,"axonogenesis (GO:0007409, p=6.85e-14); regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
Clasp2,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Eif4g2,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Lrp1,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Ulk2,4,"axonogenesis (GO:0007409, p=6.85e-14); neuron projection extension (GO:1990138, p=3.92e-08); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Rock1,4,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Syn2,4,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); regulation of neurotransmitter levels (GO:0001505, p=6.04e-07); neurotransmitter transport (GO:0006836, p=1.46e-06)"
Adgrb1,4,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09); regulation of synaptic plasticity (GO:0048167, p=1.61e-08)"
Sorcs3,4,"regulation of synaptic plasticity (GO:0048167, p=1.61e-08); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); memory (GO:0007613, p=9.27e-07)"
Taco1,4,"learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07)"
Cacna1c,4,"learning or memory (GO:0007611, p=1.80e-08); regulation of membrane potential (GO:0042391, p=2.08e-08); cognition (GO:0050890, p=1.08e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Dmd,4,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Fgf12,4,"regulation of membrane potential (GO:0042391, p=2.08e-08); regulation of transmembrane transporter activity (GO:0022898, p=3.38e-07); regulation of transporter activity (GO:0032409, p=9.86e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Chl1,3,"axonogenesis (GO:0007409, p=6.85e-14); cognition (GO:0050890, p=1.08e-07); locomotory behavior (GO:0007626, p=2.05e-06)"
Zeb2,3,"axonogenesis (GO:0007409, p=6.85e-14); developmental cell growth (GO:0048588, p=1.67e-07); developmental growth involved in morphogenesis (GO:0060560, p=2.25e-07)"
Foxp1,3,"axonogenesis (GO:0007409, p=6.85e-14); regulation of membrane potential (GO:0042391, p=2.08e-08); developmental cell growth (GO:0048588, p=1.67e-07)"
Flrt2,3,"axonogenesis (GO:0007409, p=6.85e-14); regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11)"
Actg1,3,"axonogenesis (GO:0007409, p=6.85e-14); vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13)"
Ncam1,3,"axonogenesis (GO:0007409, p=6.85e-14); learning or memory (GO:0007611, p=1.80e-08); cognition (GO:0050890, p=1.08e-07)"
Ppp3cb,3,"vesicle-mediated transport in synapse (GO:0099003, p=1.11e-13); synaptic vesicle cycle (GO:0099504, p=5.05e-13); locomotory behavior (GO:0007626, p=2.05e-06)"
Hspa8,3,"regulation of synapse structure or activity (GO:0050803, p=2.87e-11); regulation of synapse organization (GO:0050807, p=5.84e-11); postsynapse organization (GO:0099173, p=3.19e-09)"
