gene,frequency,go_terms
Epha3,4,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.08e-07); synaptic membrane adhesion (GO:0099560, p=7.57e-03); cell junction assembly (GO:0034329, p=1.39e-02); axonogenesis (GO:0007409, p=2.18e-02)"
Pcdh15,3,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.08e-07); startle response (GO:0001964, p=7.57e-03); neuromuscular process (GO:0050905, p=2.95e-02)"
Hspa8,3,"regulation of synapse organization (GO:0050807, p=6.76e-04); regulation of synapse structure or activity (GO:0050803, p=8.43e-04); postsynapse organization (GO:0099173, p=1.88e-03)"
Actb,3,"postsynapse organization (GO:0099173, p=1.88e-03); cell junction assembly (GO:0034329, p=1.39e-02); axonogenesis (GO:0007409, p=2.18e-02)"
Epha5,3,"postsynapse organization (GO:0099173, p=1.88e-03); axonogenesis (GO:0007409, p=2.18e-02); pallium development (GO:0021543, p=3.05e-02)"
Tubb5,2,"regulation of synapse organization (GO:0050807, p=6.76e-04); regulation of synapse structure or activity (GO:0050803, p=8.43e-04)"
Camkv,2,"regulation of synapse organization (GO:0050807, p=6.76e-04); regulation of synapse structure or activity (GO:0050803, p=8.43e-04)"
Kcnh1,2,"startle response (GO:0001964, p=7.57e-03); neuromuscular process (GO:0050905, p=2.95e-02)"
Tubb2b,2,"axonogenesis (GO:0007409, p=2.18e-02); pallium development (GO:0021543, p=3.05e-02)"
Hsp90ab1,2,"axonogenesis (GO:0007409, p=2.18e-02); central nervous system neuron differentiation (GO:0021953, p=3.36e-02)"
Hsp90aa1,2,"axonogenesis (GO:0007409, p=2.18e-02); central nervous system neuron differentiation (GO:0021953, p=3.36e-02)"
Rora,2,"central nervous system neuron differentiation (GO:0021953, p=3.36e-02); cerebellum morphogenesis (GO:0021587, p=4.49e-02)"
Fat3,1,"cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742, p=8.08e-07)"
Sh3gl2,1,"postsynapse organization (GO:0099173, p=1.88e-03)"
Cox8a,1,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123, p=1.97e-02)"
Cox7b,1,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123, p=1.97e-02)"
Cox7c,1,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123, p=1.97e-02)"
Jph4,1,"neuromuscular process (GO:0050905, p=2.95e-02)"
Hexb,1,"neuromuscular process (GO:0050905, p=2.95e-02)"
Tubb2a,1,"pallium development (GO:0021543, p=3.05e-02)"
Sox5,1,"central nervous system neuron differentiation (GO:0021953, p=3.36e-02)"
