"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
4.2031219644237e-18,-1.41946892413867,0.346,0.416,1.0527559584292e-13,"Ckb","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.4434403656697e-18,-0.437429939541342,0.88,0.771,1.36341850838929e-13,"Khdrbs3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.28176684410111e-18,-1.69544645984971,0.198,0.296,2.07433414144201e-13,"Calm3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.39153570998968e-18,0.706162429565117,0.848,0.478,2.10182794928112e-13,"Mpp6","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.71133188343429e-17,-0.955321258658743,0.608,0.583,4.28637296843787e-13,"Stmn3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.51407357328898e-17,0.609618349096229,0.509,0.194,8.80170007901692e-13,"Sema3c","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
5.0696703140249e-17,-0.232348124834165,0.746,0.634,1.26980032355382e-12,"Rit2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.31629283951656e-17,-0.285843473503343,0.793,0.779,1.33157186751371e-12,"Negr1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.45531470507335e-17,0.885089944506583,0.866,0.5,1.61686267417972e-12,"Gm4258","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
8.25638020571127e-17,0.86250734945589,0.888,0.549,2.0679755501245e-12,"9530059O14Rik","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.59004243357037e-16,1.09897097480193,0.43,0.171,6.48727928336371e-12,"Gm44257","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.20958441236543e-16,-1.33435204887358,0.237,0.282,8.03904607765169e-12,"Ywhah","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.4387797704317e-16,0.351678637497158,0.482,0.254,8.61311169100029e-12,"Bcl6","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.73979489759575e-16,0.31058768720491,0.947,0.89,9.36706428000807e-12,"Zeb2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.66788572733876e-16,-0.533532613641108,0.285,0.241,1.16916533812654e-11,"Sgcz","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.93576784643927e-16,-0.818618363926745,0.51,0.477,1.48673177249765e-11,"Ywhae","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.17279933103877e-16,0.799744919075787,0.535,0.261,2.04704104844528e-11,"Pantr1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
9.07385542105067e-16,-1.11248423479882,0.365,0.391,2.27272856731056e-11,"Dnaja1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.06602998648908e-15,0.562141607905406,0.788,0.614,2.6700853071592e-11,"Chrm3","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.39861632761401e-15,0.731471618471344,0.717,0.435,3.50311431577482e-11,"Flrt2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.57845416752804e-15,-0.479072713897559,0.701,0.55,3.95355415340749e-11,"Peg3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.88038925748955e-15,-0.322099889428827,0.774,0.613,4.70981097323407e-11,"Rasal2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.65848719323472e-15,-1.10880408186308,0.535,0.555,6.65871287289501e-11,"Atp6v0c","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.66933579986762e-15,-0.266307886058789,0.908,0.764,6.68588537792842e-11,"Slc4a10","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.60491657942389e-15,-0.687901612639761,0.56,0.505,1.4038634556483e-10,"Lars2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.62306769285979e-15,0.253375318556438,0.999,0.987,1.40840976503059e-10,"Kcnd2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
9.70265994157871e-15,0.542691560793304,0.829,0.652,2.43022523556722e-10,"Epha7","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.01338450966311e-14,0.216636363200991,0.974,0.937,2.53822418135319e-10,"Hs6st3","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.0409222358378e-14,-1.08667313980894,0.507,0.542,2.60719792410293e-10,"Atp5b","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.57665895390386e-14,-0.275732718454232,0.705,0.582,3.94905768184299e-10,"Dlg1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.21944781635179e-14,-0.522762446489856,0.37,0.329,5.55905094561634e-10,"Etv1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.2753289555375e-14,0.333199322831323,0.99,0.894,5.69901643493476e-10,"Nrg1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.3254599194964e-14,0.266330478236759,0.988,0.86,5.82457946036263e-10,"Chl1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.01487166832871e-14,-0.876174304806532,0.45,0.429,7.55134906766291e-10,"Ywhag","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.14532417222686e-14,0.326760651593309,0.885,0.644,1.53921934541766e-09,"AC149090.1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
7.48987315031486e-14,-0.994337540288858,0.595,0.567,1.87598852795936e-09,"Eef1a1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.71318817768326e-14,-0.527263674722196,0.827,0.801,1.93192224286433e-09,"Oxr1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.46112976818163e-14,-1.45446819964673,0.235,0.308,2.11925917303645e-09,"Myl6","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.77689514497409e-14,-0.211244250613306,0.877,0.793,2.19834892696166e-09,"Rims2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.09511065416861e-13,0.746446276455539,0.641,0.292,2.74292365549611e-09,"Pabpc1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.24477024546415e-13,-0.413345168813206,0.734,0.674,3.11777603381405e-09,"Ssbp2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.92155146529195e-13,-1.43111294253774,0.291,0.382,4.81290995511674e-09,"mt-Nd4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.94303802517872e-13,0.63343753341348,0.786,0.422,4.86672734166514e-09,"Lrch1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.27524103884272e-13,-1.54451919434468,0.193,0.252,5.69879622998936e-09,"Marcks","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.11344163267282e-13,-0.396479009960739,0.676,0.533,1.03029372573556e-08,"Nos1ap","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.29026863808155e-13,0.304111627620406,0.994,0.977,1.07458358578029e-08,"Gria1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.5613530239452e-13,-0.456466114760529,0.778,0.614,1.14248209190755e-08,"Stmn2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.18618051773733e-13,-0.35289013159658,0.373,0.334,1.29898263427767e-08,"Shisa9","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.8099534235111e-13,0.475256830798727,0.544,0.355,1.45521903398682e-08,"Il1rapl2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
6.46155224610119e-13,0.271011571709362,0.876,0.718,1.61842499108096e-08,"Robo2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
6.62693542069975e-13,-0.878188356518725,0.362,0.325,1.65984851482267e-08,"Hnrnpa1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.72998846447403e-13,0.236686229975917,0.634,0.327,1.68566021069681e-08,"Flna","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
7.0986842361578e-13,0.505726053989148,0.684,0.414,1.77800744063045e-08,"4930509J09Rik","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
8.02176031999744e-13,-0.315506749576138,0.861,0.707,2.00921030734976e-08,"Adam22","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
9.67675527657382e-13,0.438763912996765,0.954,0.918,2.42373689412345e-08,"Cadm2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.06665462124414e-12,-0.210198523393733,0.477,0.325,2.6716498298302e-08,"Col11a1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.23550191012039e-12,-0.434957603507075,0.686,0.501,3.09456163427853e-08,"Acap2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.85821961072545e-12,-0.451891904728286,0.667,0.539,4.65428265898403e-08,"B230209E15Rik","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.87995580932617e-12,0.341779181026399,0.907,0.674,4.70872531561925e-08,"Atp6v0b","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.99389813690908e-12,-0.44553282777709,0.624,0.514,4.99411666351617e-08,"Cmss1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.23303485685563e-12,-0.917421078385281,0.43,0.396,8.09778240596629e-08,"Olfm1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.29605181860531e-12,0.325261928109028,0.808,0.623,8.25562099006072e-08,"Cdh10","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.03588436362807e-12,-0.329581108341957,0.882,0.793,1.01086795655792e-07,"Nfib","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.07021846283435e-12,-0.722787188244921,0.5,0.449,1.01946761838612e-07,"Chd4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.09076625088219e-12,-0.377345391562043,0.273,0.228,1.27508422285846e-07,"Rgs6","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.11764675737502e-12,-1.62476758210496,0.172,0.258,1.28181698331972e-07,"Tubb4b","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.57629963302516e-12,0.448697858985191,0.621,0.326,1.39669576908381e-07,"Tle1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
5.89365185826453e-12,-0.237151659347351,0.939,0.856,1.47618298093952e-07,"Cacna1e","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.51916740144482e-12,0.411957436474626,0.84,0.549,1.63285585903988e-07,"Mlip","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
6.91349321534449e-12,-0.373409696189875,0.369,0.285,1.73162264564733e-07,"Htr4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.0878254124295e-12,0.585119455757262,0.59,0.322,1.77528763105122e-07,"Gpr137c","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
7.25690011096589e-12,-0.535404354108997,0.561,0.457,1.81763577079363e-07,"Zc3h13","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.75734335832264e-12,0.270382519570894,0.997,0.957,1.94298179095907e-07,"Xkr4","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
9.89807410000685e-12,-0.420543249176122,0.984,0.946,2.47917061982872e-07,"Dmd","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.0266077321563e-11,-0.344794480706139,0.769,0.639,2.57134438673188e-07,"Gm38393","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.03588235747804e-11,-0.323091739182605,0.598,0.446,2.59457454077524e-07,"Arhgef28","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.05630339885946e-11,-0.227221378493859,0.499,0.465,2.6457231231233e-07,"Mgat4c","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.4100671716437e-11,-0.723734691197481,0.405,0.345,3.53179524481597e-07,"Prkar1a","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.58293229274275e-11,0.610861513308251,0.745,0.37,3.96477051363275e-07,"Slc16a7","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.03699544138465e-11,0.529674271957048,0.473,0.244,5.10206248203613e-07,"Matn2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.2000323062773e-11,0.30919783116746,0.915,0.786,8.01512091753275e-07,"Gpc5","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.38393039015568e-11,0.30453373649032,0.943,0.779,8.47573044822294e-07,"Bcl11a","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.89232049057525e-11,-1.12445449052402,0.303,0.326,9.74909513274382e-07,"Mdh1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.99104187609912e-11,-0.32031839086971,0.554,0.553,9.99636258706546e-07,"Nnat","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.09665743701307e-11,-1.51213009185411,0.207,0.271,1.02608978824866e-06,"Rpl19","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.18099097945251e-11,-0.63158814544401,0.306,0.346,1.29768281062347e-06,"Unc5d","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.52124102723036e-11,-0.222462722231612,0.658,0.575,1.38290524009039e-06,"Gria4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.52716651258068e-11,-0.452221710000449,0.704,0.586,1.63485939640608e-06,"Pja2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.11753331670181e-11,-0.446110936571778,0.626,0.495,1.7827285698343e-06,"Cltc","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.9246183753361e-11,-0.366758891748841,0.427,0.389,1.98487916447043e-06,"Ptprz1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.44376941330188e-11,0.258975308681736,0.573,0.353,2.11491092494972e-06,"Adamts3","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
9.8388648644693e-11,-0.333078909667619,0.66,0.541,2.46434048260362e-06,"Immp2l","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.27756671934337e-10,-0.82000456317808,0.552,0.519,3.19992136193933e-06,"Clstn1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.28701964492342e-10,-0.412653571407313,0.722,0.527,3.2235981046397e-06,"Adcy9","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.35419711010978e-10,-0.256468023876217,0.609,0.532,3.39185750169196e-06,"Tmeff2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.40029888722382e-10,-1.18744547066072,0.38,0.401,3.5073286228295e-06,"Slc25a4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.58885586494072e-10,-0.991824026982168,0.354,0.334,3.97960728491702e-06,"Ywhab","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.76786025363513e-10,-1.41816261642374,0.203,0.262,4.4279595772799e-06,"Ppp2r1a","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.97917172434822e-10,-0.301725402463618,0.676,0.522,4.957231417975e-06,"Trim9","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.10315709175624e-10,-1.38991200422132,0.226,0.293,5.26777756772185e-06,"Ndufa4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.10565561246364e-10,0.252716312551651,1,0.998,5.27403561253768e-06,"Meg3","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.48104897547131e-10,0.845261769706993,0.361,0.129,6.21428336886299e-06,"Palmd","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.51795339609908e-10,0.25513695864846,1,0.996,6.30671787120936e-06,"Rbfox1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.69265257098346e-10,-0.240173482864075,0.998,0.995,6.74428689454228e-06,"Magi2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.84438387516382e-10,0.63160243382207,0.435,0.19,7.12432829212283e-06,"Kcnk2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.84450048868665e-10,-0.743250521548151,0.359,0.291,7.12462037401346e-06,"Slit1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.7296448635622e-10,0.230042197424587,0.999,0.986,9.34164148976424e-06,"Ank2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.49490529531525e-10,-0.249200637350484,0.861,0.811,1.12583892931761e-05,"Lrp1b","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.52765090579417e-10,0.360649965872814,0.947,0.694,1.13404072237427e-05,"Myo16","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
5.57795243396769e-10,-0.548624203029575,0.465,0.363,1.39710974613589e-05,"Syt4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.71610768370371e-10,0.300844225426541,0.796,0.683,1.43171349153727e-05,"Cntn4","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
5.97028733487692e-10,-0.70477913397487,0.77,0.715,1.49537786876662e-05,"Atp1a3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
6.96214557994121e-10,0.845753322411538,0.358,0.137,1.74380860340788e-05,"Vwa5b2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
7.21865750489506e-10,-0.349062115481387,0.704,0.682,1.80805714525107e-05,"Pcdh7","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.26070499435723e-10,-0.789835982785904,0.518,0.446,1.81858877993665e-05,"Stmn1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.58582777304102e-10,-0.263084521884465,0.355,0.313,1.90002228231358e-05,"Fstl5","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.74580904939981e-10,-0.227293300633542,0.553,0.454,1.94009279260317e-05,"Crim1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
9.44754091894734e-10,-1.34120373773956,0.346,0.431,2.36632557396874e-05,"mt-Nd2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.11003483591713e-09,0.907971307085677,0.373,0.132,2.78030425352164e-05,"Gm16183","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.41221062871767e-09,-0.763436733908911,0.4,0.348,3.53716396174915e-05,"Atp5a1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.4231750236271e-09,0.319067263488321,0.93,0.815,3.56462648167881e-05,"Pcsk2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.43929929387315e-09,-0.375896420510213,0.627,0.521,3.60501294136407e-05,"Tbc1d5","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.57022287458078e-09,0.395435996875995,0.83,0.494,3.93293723396249e-05,"Srgap1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.67741160051352e-09,-1.02172403463519,0.315,0.331,4.2014128358062e-05,"Tmsb10","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.72798149515031e-09,0.614538942520562,0.547,0.238,4.32807525090297e-05,"Ephb2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.23057200475629e-09,0.704498190290872,0.435,0.173,5.58691370031309e-05,"Gm44151","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.62924438187666e-09,-0.573075329118124,0.864,0.808,6.58546840328646e-05,"Cpe","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.6401083447582e-09,-0.601795969691171,0.515,0.439,6.61267937111587e-05,"Ndrg4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.64307667497514e-09,0.762405057200846,0.434,0.165,6.62011414781024e-05,"Gm16105","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.66321246341184e-09,-0.407576783451658,0.468,0.417,6.67054825710763e-05,"Etl4","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.76581750969578e-09,-1.26747830161781,0.28,0.313,6.92754311653502e-05,"Ptms","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.8742974995988e-09,0.233249425932439,0.839,0.588,7.19925294724513e-05,"Pam","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.04040807714811e-09,0.36296624485194,0.942,0.792,7.61531011083286e-05,"Hdac9","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.1670212181394e-09,-0.320532530009234,0.517,0.346,7.93243804507376e-05,"Ksr1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.26870034522953e-09,0.351637070055499,0.913,0.667,8.18711375469639e-05,"Prpf4b","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.38298001354217e-09,0.272299619508409,0.383,0.186,8.47335003991907e-05,"Mb21d2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.44774940848653e-09,-0.905565820005271,0.601,0.558,8.63557794343622e-05,"Serinc1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.6529692427686e-09,-0.891396881254265,0.552,0.519,9.14959206236251e-05,"Prnp","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.77356946964084e-09,0.446419157663573,0.509,0.236,9.45165945060942e-05,"Mapk4","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.40359585000364e-09,-0.364561110493184,0.812,0.675,0.000110296865255041,"Srrm2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.56164145984139e-09,-0.69357226304361,0.357,0.305,0.000114255433644647,"Eno2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.65313680270366e-09,0.935279924021745,0.603,0.272,0.000116547117497319,"Syndig1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.69872934226439e-09,0.257831816572252,0.335,0.154,0.000117689073835696,"Masp1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
6.60170899577321e-09,0.568618566660955,0.728,0.373,0.000165353005217132,"Ppp1r14c","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
6.82863912802489e-09,-0.615329330034091,0.497,0.494,0.000171036924239639,"Cpne7","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
7.28006637775669e-09,-0.462029717165888,0.717,0.585,0.000182343822563672,"Ankrd12","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.39084781770639e-09,-0.216845961245275,0.81,0.697,0.000210165565290092,"Dgkb","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.91580015312617e-09,-0.312250407992788,0.506,0.361,0.000223314046435351,"Efr3a","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
8.96024074240783e-09,0.432587613447331,0.713,0.414,0.000224427149875089,"Raver2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
9.17282763155508e-09,-0.535144434675948,0.473,0.343,0.00022975181368756,"Ptk2b","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
9.45062402323905e-09,-0.373050710356307,0.536,0.475,0.000236709779910068,"Pcsk5","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.03745231798161e-08,-0.723527238994933,0.361,0.299,0.000259850682084853,"Rps6ka5","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.11713664159213e-08,-1.0404528296637,0.315,0.325,0.00027980921461958,"Gnb2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.23365366872498e-08,-0.36355777610307,0.48,0.341,0.000308993234405545,"Dnm1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.31701916475475e-08,0.254351003073111,0.793,0.591,0.000329873790196122,"Epha4","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.3560104706103e-08,-1.02099984091721,0.376,0.379,0.000339639942573761,"Nsg1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.38553232911573e-08,-1.04431691648507,0.26,0.264,0.000347034282473618,"Pkm","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.47889517379545e-08,0.601819227472694,0.452,0.187,0.000370418874180546,"Gsdme","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.49575308021652e-08,-0.212499741014899,0.459,0.367,0.000374641274001832,"A830018L16Rik","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.55794127864608e-08,-0.339274488404932,0.768,0.64,0.000390217552062484,"Snrpn","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.74147627306483e-08,-1.10841535601019,0.339,0.354,0.000436187562114548,"Dynll1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
1.81528753793418e-08,0.434215195915628,0.474,0.28,0.000454675069626375,"Satb2","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
1.99027254732698e-08,0.521732071902276,0.894,0.585,0.00049850356492899,"Dgkg","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.09697685919047e-08,-0.292749347571688,0.904,0.756,0.000525229793921437,"Gria3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.10603160171887e-08,-0.466663844656925,0.716,0.582,0.000527497735282525,"Ywhaz","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.15069803680162e-08,0.270209344070487,0.97,0.875,0.000538685337277703,"Camk1d","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.27637469897226e-08,0.772521612880623,0.434,0.174,0.000570163570851581,"9630014M24Rik","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.29650993098888e-08,0.271025861493702,1,0.988,0.000575206842414785,"Lsamp","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.3523947984929e-08,0.601986051849586,0.263,0.092,0.000589204325178516,"Kcna4","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.45032609975458e-08,-0.256432197299059,0.519,0.405,0.000613733178205529,"Adk","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.54604874638322e-08,-1.23021620392735,0.228,0.255,0.000637708829506605,"Mif","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.61461751008569e-08,-0.384397747978502,0.676,0.47,0.000654883247751162,"Rasgrf1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.65286572648259e-08,-0.879762026896305,0.267,0.246,0.000664463278512094,"Arf3","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
2.85511200253478e-08,0.650948574455285,0.574,0.256,0.000715119903274888,"Dtnbp1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
2.88234323665989e-08,0.468895266269699,0.384,0.16,0.000721940510486204,"Ubash3b","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.13160149745504e-08,-0.349829749546981,0.474,0.326,0.000784372227067564,"Bsn","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.23899159474547e-08,-1.04946179368195,0.36,0.356,0.000811270224735897,"Eif4a1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.33739102523606e-08,-0.539030934579433,0.34,0.258,0.000835916330090876,"Capza2","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.37382572423402e-08,-0.28044504459682,0.361,0.236,0.000845042129148895,"Mgat5","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
3.61257223723467e-08,0.445607366309081,0.454,0.213,0.000904840968260167,"Clmp","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
3.96183643737455e-08,-1.30978303960229,0.288,0.325,0.000992321172469205,"Rps29","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
4.03258944238838e-08,0.234252183898393,0.671,0.505,0.00101004267763502,"Epha3","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
4.6136600248977e-08,-0.308088487601828,0.856,0.741,0.00115558342643613,"Neo1","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.1187941987552e-08,-0.62439745962177,0.344,0.286,0.00128210438296221,"Cntnap5c","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.12983190672982e-08,-1.0471596847708,0.307,0.326,0.00128486899767862,"H3f3b","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.59443635537269e-08,0.377556705134066,0.576,0.301,0.0014012384739302,"Cds1","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
5.61427855497776e-08,-1.40505381080814,0.24,0.311,0.00140620834966528,"Rpl38","ExN_CA1","24hrvs1hr_SAL","Down","Sig"
5.98825931364849e-08,0.255611983666339,0.734,0.418,0.00149987931028954,"Dpysl5","ExN_CA1","24hrvs1hr_SAL","Up","Sig"
