gene,condition,go_term_count,ID
Akap6,Astrocytes_24hrvs1hr_SAL,34,GO:0019932
Akap6,Astrocytes_24hrvs1hr_SAL,34,GO:0032409
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0098900
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0006814
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:1903829
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0006813
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0019228
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0051899
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0042391
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0032411
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:1990778
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0002028
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0071805
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0034765
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0030705
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0086012
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0007411
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0035725
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0034764
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0032412
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0019226
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0043270
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0097485
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:1904062
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0007409
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0032414
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0034767
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0032409
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:1904064
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0010970
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0010959
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0086010
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0001508
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:2001259
Ank3,Astrocytes_24hrvs1hr_SAL,33,GO:0022898
Anks1b,Astrocytes_24hrvs1hr_SAL,3,GO:0048013
Anks1b,Astrocytes_24hrvs1hr_SAL,3,GO:0099565
Anks1b,Astrocytes_24hrvs1hr_SAL,3,GO:0097120
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0035725
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0051962
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0043270
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0050803
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0032409
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0006814
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0007416
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0051963
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0034765
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0032412
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0032414
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0034767
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0022898
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:1903522
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:2001259
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0035418
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0034764
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0032411
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:1904062
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:1904064
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:1901888
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0007600
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:1902414
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0050807
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0034329
Asic2,Astrocytes_24hrvs1hr_SAL,26,GO:0042391
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1904427
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0032412
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0032411
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0002028
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0006874
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0032414
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0032409
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1901021
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0008016
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0034765
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0051928
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0019722
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0019932
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0006814
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0034767
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0042391
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1904062
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0051924
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0043270
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0003015
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0034764
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0035725
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1904064
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0006813
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0060047
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1903522
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0055074
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0010959
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0022898
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0006816
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1990778
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0071805
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:0070588
Atp1b1,Astrocytes_24hrvs1hr_SAL,34,GO:1903169
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0055074
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:1903522
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0010959
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0006874
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0051928
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0043270
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0051924
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0070588
Atp2b1,Astrocytes_24hrvs1hr_SAL,9,GO:0006816
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:1903829
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:1990778
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:0098742
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:0006874
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:0055074
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:0006816
Atp2c1,Astrocytes_24hrvs1hr_SAL,7,GO:0070588
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0050772
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0060560
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0048588
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0051962
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0016049
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0061387
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0007409
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0016358
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:1990138
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0050770
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0031346
Bcl11a,Astrocytes_24hrvs1hr_SAL,12,GO:0050773
Bicd1,Astrocytes_24hrvs1hr_SAL,3,GO:0010970
Bicd1,Astrocytes_24hrvs1hr_SAL,3,GO:1903829
Bicd1,Astrocytes_24hrvs1hr_SAL,3,GO:0030705
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0050890
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0007613
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0021953
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0021954
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0007611
Brinp1,Astrocytes_24hrvs1hr_SAL,6,GO:0035640
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0016079
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0008344
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0007409
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0001505
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0034765
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0050905
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0050770
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0090659
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0010959
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0022898
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0042391
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0098703
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0032412
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0034329
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0099003
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0051924
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0006816
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0032409
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0099643
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0006836
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:1903169
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0035249
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0007416
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0030534
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0051588
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0007269
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0097553
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0007626
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0046928
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0051899
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:1904062
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0016358
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0099504
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0048813
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0006874
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0021953
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0019226
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0045055
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0070509
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0055074
Cacna1a,Astrocytes_24hrvs1hr_SAL,41,GO:0070588
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0070588
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0010959
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:1903522
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0070509
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0016079
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0045055
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0060047
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0051588
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0007626
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0051924
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0098703
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0006816
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0007269
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0097553
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0034765
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0003015
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0099643
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0008016
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0099504
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0099003
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0046928
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0050806
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0001505
Cacna1b,Astrocytes_24hrvs1hr_SAL,24,GO:0006836
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0007626
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1903829
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1904064
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0030073
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0042391
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0098703
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0086010
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0098900
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1903169
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0070509
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0003015
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0001508
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0045055
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0046879
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0015833
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0060047
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0042886
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0006874
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0010959
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0086012
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1903522
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0046883
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1904062
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0051928
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0034764
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0090659
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0034765
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0006816
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:1904427
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0002790
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0097553
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0008016
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0030534
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0055074
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0051899
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0070588
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0043270
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0034767
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0007611
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0008306
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0030072
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0050890
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0086065
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0009914
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0007612
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0051924
Cacna1c,Astrocytes_24hrvs1hr_SAL,47,GO:0008344
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0032412
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0009914
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0007600
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:1903169
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0034767
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0032409
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:1903829
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0051928
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:1904062
Cacna1d,Astrocytes_24hrvs1hr_SAL,43,GO:0003015
