gene,condition,go_term_count,ID
Cacna1d,Astrocytes_24hrvs1hr_SAL,5,GO:0001508
Cacna1d,Astrocytes_24hrvs1hr_SAL,5,GO:0070588
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0034765
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0050890
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0070588
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0019226
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0007626
Cacna1e,Astrocytes_24hrvs1hr_SAL,6,GO:0006816
Cacna2d1,Astrocytes_24hrvs1hr_SAL,5,GO:0070588
Cacna2d1,Astrocytes_24hrvs1hr_SAL,5,GO:0042391
Cacna2d1,Astrocytes_24hrvs1hr_SAL,5,GO:0001508
Cacna2d1,Astrocytes_24hrvs1hr_SAL,5,GO:0034765
Cacna2d1,Astrocytes_24hrvs1hr_SAL,5,GO:0006816
Cacna2d3,Astrocytes_24hrvs1hr_SAL,2,GO:0006816
Cacna2d3,Astrocytes_24hrvs1hr_SAL,2,GO:0034765
Cacnb2,Astrocytes_24hrvs1hr_SAL,5,GO:0070588
Cacnb2,Astrocytes_24hrvs1hr_SAL,5,GO:0001508
Cacnb2,Astrocytes_24hrvs1hr_SAL,5,GO:0006816
Cacnb2,Astrocytes_24hrvs1hr_SAL,5,GO:0034765
Cacnb2,Astrocytes_24hrvs1hr_SAL,5,GO:0042391
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0001508
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0070588
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0034765
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0042391
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0007626
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0006816
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0035249
Cacnb4,Astrocytes_24hrvs1hr_SAL,8,GO:0019226
Cdh11,Astrocytes_24hrvs1hr_SAL,3,GO:0007409
Cdh11,Astrocytes_24hrvs1hr_SAL,3,GO:0034329
Cdh11,Astrocytes_24hrvs1hr_SAL,3,GO:0098742
Cdh12,Astrocytes_24hrvs1hr_SAL,2,GO:0098742
Cdh12,Astrocytes_24hrvs1hr_SAL,2,GO:0034329
Cdh8,Astrocytes_24hrvs1hr_SAL,5,GO:0034329
Cdh8,Astrocytes_24hrvs1hr_SAL,5,GO:0098742
Cdh8,Astrocytes_24hrvs1hr_SAL,5,GO:0035249
Cdh8,Astrocytes_24hrvs1hr_SAL,5,GO:0050807
Cdh8,Astrocytes_24hrvs1hr_SAL,5,GO:0050803
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0050807
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0099173
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0048588
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0007409
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0048813
Cdkl5,Astrocytes_24hrvs1hr_SAL,6,GO:0050803
Celf4,Astrocytes_24hrvs1hr_SAL,1,GO:0042391
Chl1,Astrocytes_24hrvs1hr_SAL,5,GO:0007626
Chl1,Astrocytes_24hrvs1hr_SAL,5,GO:0050890
Chl1,Astrocytes_24hrvs1hr_SAL,5,GO:0007411
Chl1,Astrocytes_24hrvs1hr_SAL,5,GO:0097485
Chl1,Astrocytes_24hrvs1hr_SAL,5,GO:0007409
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0098742
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0050803
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0007416
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0050807
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0050890
Clstn2,Astrocytes_24hrvs1hr_SAL,6,GO:0034329
Cnksr2,Astrocytes_24hrvs1hr_SAL,1,GO:0099173
Cntn1,Astrocytes_24hrvs1hr_SAL,4,GO:0007409
Cntn1,Astrocytes_24hrvs1hr_SAL,4,GO:0007626
Cntn1,Astrocytes_24hrvs1hr_SAL,4,GO:0007411
Cntn1,Astrocytes_24hrvs1hr_SAL,4,GO:0097485
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0034329
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0007409
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0098742
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0007416
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0097485
Cntn5,Astrocytes_24hrvs1hr_SAL,6,GO:0007411
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0007409
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0001508
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0099173
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0042391
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0019226
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0050890
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0048813
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0007626
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0034329
Cntnap2,Astrocytes_24hrvs1hr_SAL,10,GO:0007416
Dlg2,Astrocytes_24hrvs1hr_SAL,1,GO:0099173
Dpp10,Astrocytes_24hrvs1hr_SAL,1,GO:0034765
Dpp6,Astrocytes_24hrvs1hr_SAL,4,GO:0034765
Dpp6,Astrocytes_24hrvs1hr_SAL,4,GO:0001508
Dpp6,Astrocytes_24hrvs1hr_SAL,4,GO:0042391
Dpp6,Astrocytes_24hrvs1hr_SAL,4,GO:0019226
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0048588
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0007626
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0007409
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0098742
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0007411
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0097485
Dscam,Astrocytes_24hrvs1hr_SAL,7,GO:0048813
Dscaml1,Astrocytes_24hrvs1hr_SAL,4,GO:0097485
Dscaml1,Astrocytes_24hrvs1hr_SAL,4,GO:0098742
Dscaml1,Astrocytes_24hrvs1hr_SAL,4,GO:0007409
Dscaml1,Astrocytes_24hrvs1hr_SAL,4,GO:0007411
Epha3,Astrocytes_24hrvs1hr_SAL,5,GO:0007409
Epha3,Astrocytes_24hrvs1hr_SAL,5,GO:0007411
Epha3,Astrocytes_24hrvs1hr_SAL,5,GO:0034329
Epha3,Astrocytes_24hrvs1hr_SAL,5,GO:0097485
Epha3,Astrocytes_24hrvs1hr_SAL,5,GO:0098742
Epha5,Astrocytes_24hrvs1hr_SAL,5,GO:0007409
Epha5,Astrocytes_24hrvs1hr_SAL,5,GO:0097485
Epha5,Astrocytes_24hrvs1hr_SAL,5,GO:0007411
Epha5,Astrocytes_24hrvs1hr_SAL,5,GO:0099173
Epha5,Astrocytes_24hrvs1hr_SAL,5,GO:0048813
Epha6,Astrocytes_24hrvs1hr_SAL,3,GO:0007409
Epha6,Astrocytes_24hrvs1hr_SAL,3,GO:0007411
Epha6,Astrocytes_24hrvs1hr_SAL,3,GO:0097485
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0050807
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0097485
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0050803
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0099173
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0007409
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0007411
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0034329
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0048588
Epha7,Astrocytes_24hrvs1hr_SAL,9,GO:0007416
Fgf14,Astrocytes_24hrvs1hr_SAL,5,GO:0042391
Fgf14,Astrocytes_24hrvs1hr_SAL,5,GO:0034765
Fgf14,Astrocytes_24hrvs1hr_SAL,5,GO:0007626
Fgf14,Astrocytes_24hrvs1hr_SAL,5,GO:0070588
Fgf14,Astrocytes_24hrvs1hr_SAL,5,GO:0006816
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0042391
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0007411
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0097485
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0048588
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0001508
Foxp1,Astrocytes_24hrvs1hr_SAL,6,GO:0007409
Frmpd4,Astrocytes_24hrvs1hr_SAL,3,GO:0050807
Frmpd4,Astrocytes_24hrvs1hr_SAL,3,GO:0050803
Frmpd4,Astrocytes_24hrvs1hr_SAL,3,GO:0099173
Gabra2,Astrocytes_24hrvs1hr_SAL,3,GO:0007416
Gabra2,Astrocytes_24hrvs1hr_SAL,3,GO:0042391
Gabra2,Astrocytes_24hrvs1hr_SAL,3,GO:0034329
Gabrb2,Astrocytes_24hrvs1hr_SAL,3,GO:0042391
Gabrb2,Astrocytes_24hrvs1hr_SAL,3,GO:0007416
Gabrb2,Astrocytes_24hrvs1hr_SAL,3,GO:0034329
Gabrb3,Astrocytes_24hrvs1hr_SAL,4,GO:0042391
Gabrb3,Astrocytes_24hrvs1hr_SAL,4,GO:0050890
Gabrb3,Astrocytes_24hrvs1hr_SAL,4,GO:0007416
Gabrb3,Astrocytes_24hrvs1hr_SAL,4,GO:0034329
Gli3,Astrocytes_24hrvs1hr_SAL,3,GO:0007409
Gli3,Astrocytes_24hrvs1hr_SAL,3,GO:0097485
Gli3,Astrocytes_24hrvs1hr_SAL,3,GO:0007411
Gnao1,Astrocytes_24hrvs1hr_SAL,2,GO:0006816
Gnao1,Astrocytes_24hrvs1hr_SAL,2,GO:0007626
Gpr158,Astrocytes_24hrvs1hr_SAL,3,GO:0050890
Gpr158,Astrocytes_24hrvs1hr_SAL,3,GO:0050807
Gpr158,Astrocytes_24hrvs1hr_SAL,3,GO:0050803
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0050890
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0034329
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0035249
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0001508
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0007416
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0019226
Gria1,Astrocytes_24hrvs1hr_SAL,7,GO:0042391
Gria3,Astrocytes_24hrvs1hr_SAL,1,GO:0035249
Gria4,Astrocytes_24hrvs1hr_SAL,1,GO:0035249
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0050890
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0050807
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0050803
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0034765
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0034329
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0007416
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0070588
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0035249
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0042391
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0048813
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0007409
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0007626
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0006816
Grin1,Astrocytes_24hrvs1hr_SAL,14,GO:0099173
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0007626
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0042391
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0050890
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0035249
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0099173
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0006816
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0070588
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0034765
Grin2a,Astrocytes_24hrvs1hr_SAL,9,GO:0001508
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0042391
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0050890
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0050803
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0001508
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0099173
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0035249
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0070588
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0050807
Grin2b,Astrocytes_24hrvs1hr_SAL,9,GO:0006816
Grm1,Astrocytes_24hrvs1hr_SAL,2,GO:0035249
Grm1,Astrocytes_24hrvs1hr_SAL,2,GO:0007626
Grm3,Astrocytes_24hrvs1hr_SAL,1,GO:0035249
Grm7,Astrocytes_24hrvs1hr_SAL,3,GO:0035249
Grm7,Astrocytes_24hrvs1hr_SAL,3,GO:0050890
Grm7,Astrocytes_24hrvs1hr_SAL,3,GO:0019226
Hcn1,Astrocytes_24hrvs1hr_SAL,4,GO:0001508
Hcn1,Astrocytes_24hrvs1hr_SAL,4,GO:0019226
Hcn1,Astrocytes_24hrvs1hr_SAL,4,GO:0034765
Hcn1,Astrocytes_24hrvs1hr_SAL,4,GO:0042391
Hecw1,Astrocytes_24hrvs1hr_SAL,2,GO:0048813
Hecw1,Astrocytes_24hrvs1hr_SAL,2,GO:0034765
Hecw2,Astrocytes_24hrvs1hr_SAL,2,GO:0034765
Hecw2,Astrocytes_24hrvs1hr_SAL,2,GO:0048813
Hsp90aa1,Astrocytes_24hrvs1hr_SAL,2,GO:0048588
Hsp90aa1,Astrocytes_24hrvs1hr_SAL,2,GO:0007409
Hsp90ab1,Astrocytes_24hrvs1hr_SAL,2,GO:0048588
Hsp90ab1,Astrocytes_24hrvs1hr_SAL,2,GO:0007409
Hspa8,Astrocytes_24hrvs1hr_SAL,3,GO:0050803
Hspa8,Astrocytes_24hrvs1hr_SAL,3,GO:0050807
Hspa8,Astrocytes_24hrvs1hr_SAL,3,GO:0099173
Kcnb2,Astrocytes_24hrvs1hr_SAL,1,GO:0034765
Kcnh7,Astrocytes_24hrvs1hr_SAL,3,GO:0001508
Kcnh7,Astrocytes_24hrvs1hr_SAL,3,GO:0034765
Kcnh7,Astrocytes_24hrvs1hr_SAL,3,GO:0042391
Kcnip4,Astrocytes_24hrvs1hr_SAL,1,GO:0034765
Kcnj3,Astrocytes_24hrvs1hr_SAL,1,GO:0034765
Kcnq3,Astrocytes_24hrvs1hr_SAL,4,GO:0001508
Kcnq3,Astrocytes_24hrvs1hr_SAL,4,GO:0042391
Kcnq3,Astrocytes_24hrvs1hr_SAL,4,GO:0034765
Kcnq3,Astrocytes_24hrvs1hr_SAL,4,GO:0019226
Kcnq5,Astrocytes_24hrvs1hr_SAL,1,GO:0034765
Klf7,Astrocytes_24hrvs1hr_SAL,4,GO:0097485
Klf7,Astrocytes_24hrvs1hr_SAL,4,GO:0007409
Klf7,Astrocytes_24hrvs1hr_SAL,4,GO:0007411
Klf7,Astrocytes_24hrvs1hr_SAL,4,GO:0048813
Lingo2,Astrocytes_24hrvs1hr_SAL,4,GO:0007416
Lingo2,Astrocytes_24hrvs1hr_SAL,4,GO:0034329
Lingo2,Astrocytes_24hrvs1hr_SAL,4,GO:0050807
Lingo2,Astrocytes_24hrvs1hr_SAL,4,GO:0050803
Lrfn5,Astrocytes_24hrvs1hr_SAL,5,GO:0050807
Lrfn5,Astrocytes_24hrvs1hr_SAL,5,GO:0007416
Lrfn5,Astrocytes_24hrvs1hr_SAL,5,GO:0034329
Lrfn5,Astrocytes_24hrvs1hr_SAL,5,GO:0050803
Lrfn5,Astrocytes_24hrvs1hr_SAL,5,GO:0098742
Lrrtm4,Astrocytes_24hrvs1hr_SAL,5,GO:0050807
Lrrtm4,Astrocytes_24hrvs1hr_SAL,5,GO:0050803
Lrrtm4,Astrocytes_24hrvs1hr_SAL,5,GO:0099173
Lrrtm4,Astrocytes_24hrvs1hr_SAL,5,GO:0007416
Lrrtm4,Astrocytes_24hrvs1hr_SAL,5,GO:0034329
Map1b,Astrocytes_24hrvs1hr_SAL,2,GO:0048588
Map1b,Astrocytes_24hrvs1hr_SAL,2,GO:0007409
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0050890
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0048588
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0007409
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0034329
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0007626
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0042391
Mapt,Astrocytes_24hrvs1hr_SAL,7,GO:0007416
Nalcn,Astrocytes_24hrvs1hr_SAL,4,GO:0042391
Nalcn,Astrocytes_24hrvs1hr_SAL,4,GO:0034765
Nalcn,Astrocytes_24hrvs1hr_SAL,4,GO:0006816
Nalcn,Astrocytes_24hrvs1hr_SAL,4,GO:0070588
Npas3,Astrocytes_24hrvs1hr_SAL,1,GO:0007626
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0050890
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0007411
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0007409
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0034329
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0007416
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0098742
Nptn,Astrocytes_24hrvs1hr_SAL,7,GO:0097485
